Mixture	PAAD001	PAAD002	PAAD003	PAAD004	PAAD005	PAAD006	PAAD007	PAAD008	PAAD009	PAAD010	PAAD011	PAAD012	PAAD013	PAAD014	PAAD015	PAAD016	PAAD017	PAAD018	PAAD019	PAAD020	PAAD021	PAAD022	PAAD023	PAAD024	PAAD025	PAAD026	PAAD027	PAAD028	PAAD029	PAAD030	PAAD031	PAAD032	PAAD033	PAAD034	PAAD035	PAAD036	PAAD037	PAAD038	PAAD039	PAAD040	PAAD041	PAAD042	PAAD043	PAAD044	PAAD045	PAAD046	PAAD047	PAAD048	PAAD049	PAAD050	PAAD051	PAAD052	PAAD053	PAAD054	PAAD055	PAAD056	PAAD057	PAAD058	PAAD059	PAAD060	PAAD061	PAAD062	PAAD063	PAAD064	PAAD065	PAAD066	PAAD067	PAAD068	PAAD069	PAAD070	PAAD071	PAAD072	PAAD073	PAAD074	PAAD075	PAAD076	PAAD077	PAAD078	PAAD079	PAAD080	PAAD081	PAAD082	PAAD083	PAAD084	PAAD085	PAAD086	PAAD087	PAAD088	PAAD089	PAAD090	PAAD091	PAAD092	PAAD093	PAAD094	PAAD095	PAAD096	PAAD097	PAAD098	PAAD099	PAAD100	PAAD101	PAAD102	PAAD103	PAAD104	PAAD105	PAAD106	PAAD107	PAAD108	PAAD109	PAAD110	PAAD111	PAAD112	PAAD113	PAAD114	PAAD115	PAAD116	PAAD117	PAAD118	PAAD119	PAAD120	PAAD121	PAAD122	PAAD123	PAAD124	PAAD125	PAAD126	PAAD127	PAAD128	PAAD129	PAAD130	PAAD131	PAAD132	PAAD133	PAAD134	PAAD135	PAAD136	PAAD137	PAAD138	PAAD139	PAAD140	PAAD141	PAAD142	PAAD143	PAAD144	PAAD145	PAAD146	PAAD147	PAAD148	PAAD149	PAAD150	PAAD151	PAAD152	PAAD153	PAAD154	PAAD155	PAAD156	PAAD157	PAAD158	PAAD159	PAAD160	PAAD161	PAAD162	PAAD163	PAAD164
NK_cells_resting	0.093711055	0.085579595	0.267837457	0.064424189	0.199067896	0.104371897	0.088005303	0.160220725	0.046411508	0.038609017	0	0.023344036	0.171281844	0.099507607	0.232498589	0.168907784	0.360735784	0.08394223	0.065168269	0.097006075	0.195988773	0.084259264	0.187499721	0.242933386	0.067821312	0.050693973	0.020925068	0.046155385	0.156057736	0.131587666	0.144045456	0.254353189	0.172216359	0.091582629	0.218237251	0.110417675	0.17852657	0.089003673	0.075546884	0.148476162	0.25083775	0.270645913	0.158581118	0.075350277	0.25407174	0.076867596	0.087320198	0.112731138	0.149194326	0.230475003	0.060113636	0.076578645	0.16355422	0.09868113	0.110614474	0.207212951	0.262950751	0.063986383	0.140824235	0.105586893	0	0.194510912	0.15990378	0.022587036	0.159519436	0.170094914	0.162152316	0.232468747	0.179281854	0.142571395	0.243085994	0.132745584	0.375135125	0.072800759	0.168278604	0.209672232	0.048852451	0.220726417	0.168754659	0.19208569	0.064298602	0.139488954	0.132625212	0.129815753	0.090429856	0.138707305	0.022335423	0.057874456	0.111823821	0.157964482	0.144478474	0.095868998	0.074114497	0.135563285	0.145197401	0.221858748	0.1679603	0.348324794	0.004430244	0.084966973	0.122833118	0.105190922	0.154917165	0.233895359	0.209031544	0.302762372	0.173516958	0.104498624	0	0.049287341	0.370905984	0.224293103	0.207965727	0.135777064	0.092884331	0.230314393	0.074230574	0.133691471	0.069954227	0.067803653	0.066507491	0.117263041	0	0.214068587	0.239186281	0.248671076	0.273251776	0.078147432	0.066538121	0.157408148	0.094023847	0.217238085	0.187933019	0.136198201	0.076261705	0.185644143	0.28968492	0.198498842	0.07788401	0.168842705	0.221471904	0.305000732	0.099944209	0.170293601	0.13580228	0.144255233	0.120830746	0.014236755	0.119377074	0.133138043	0.135681666	0.126574036	0.274394533	0.201338597	0.15602553	0.179344953	0.093005928	0.101792354	0.088653642	0.11614699	0.079020279	0.193535505	0.166442295	0.16597264
NK_cells_activated	0.033258923	0	0	0.025890474	0	0	0	0	0.001676734	0	0.133958287	0.00557693	0	0	0	0	0	0	0	0.093179014	0	0	0.015100716	0	0.045223926	0.085648601	0.096392439	0	0.019742084	0	0.074644566	0	0	0.012203025	0	0	0	0	0.007617524	0	0	0	0	0.049886487	0	0	0	0	0	0.020800289	0.046698892	0	0	0.017211039	0	0	0	0.081105599	0	0	0.134365763	0.001250402	0	0.003366987	0.018642079	0	0	0.029083084	0	0.028490035	0.007396743	0	0	0	0	0	0	0	0.059304206	0	0	0	0.02440607	0.046436372	0.007991708	0.007970433	0.076338254	0.027859414	0.058488691	0	0.100206023	0.001825936	0	0	0.078493445	0	0	0	0.091579436	0	0	0.005912892	0.004164779	0	0	0	0	0	0.041817626	0.163053726	0	0	0	0.03976511	0.003514427	0	0	0.010838504	0.004444902	0.025731416	0.035142617	0	0.073098205	0	0	0	0	0	0	0	0.001623092	0	0	0	0	0	0	0	0.029861188	0.01308306	0	0	0.045190015	0	0.030833033	0.014896125	0	0.008065744	0	0.032944463	0	0	0	0	0	0	0	0.007066539	0	0	0	0	0	0
Monocytes	0.075763084	0.138163642	0.189630925	0.109464345	0.199384808	0.153610153	0.284324971	0.143337999	0.132181923	0.128094486	0.247254289	0.103425173	0.070154723	0.15104234	0.125682524	0.096961299	0.123279789	0.157304659	0.416877136	0.151476634	0.278485841	0.520416792	0.120374974	0.201403442	0.287275682	0.388280683	0.086381237	0.496241179	0.102884003	0.189934511	0.141007813	0.152049203	0.276294894	0.148851373	0.055307462	0.141853096	0.145507263	0.025341358	0.112786125	0.16980022	0.147069327	0.068620301	0.124098991	0.088432533	0.140780056	0.159577934	0.208046021	0.125617863	0.096125961	0.152172355	0.099688385	0.635574645	0.107351515	0.102779427	0.092796551	0.248795632	0.110834162	0.168569738	0.054012069	0.177299574	0.085980334	0.165667603	0.196194021	0.400002019	0.327224872	0.149136112	0.186208465	0.209190573	0.193395717	0.189428389	0.107659461	0.104560287	0.172506193	0.078219601	0.263990043	0.140949416	0.329670712	0.140503784	0.245100244	0.079502269	0.300933382	0.161442842	0.176106918	0.13439498	0.057774837	0.097386108	0.444464821	0.094012827	0.101176402	0.251236986	0.207349452	0.154035149	0.193416935	0.245918257	0.049265905	0.04400919	0.115239371	0.088669772	0.073422669	0.060807961	0.080997121	0.185886693	0.200801431	0.161497264	0.195203584	0.041760623	0.032749715	0.096857978	0.270241233	0.088233224	0.114991891	0.16201002	0.125339348	0.081777196	0.086440197	0.103790096	0.107847211	0.128113458	0.21142179	0.203267667	0.226037297	0.209334576	0.063881943	0.068772918	0.155045933	0.118916212	0.154165749	0.134251436	0.138035794	0.246447593	0.18988612	0.182030896	0.074692245	0.369867832	0.174329537	0.046993139	0.182998189	0.160038828	0.129106908	0.169457165	0.124616016	0.131081459	0.099092765	0.17684403	0.140013763	0.143765246	0.19544618	0.143394801	0.173019907	0.041696679	0.09958633	0.199296051	0.152728698	0.150217098	0.172706589	0.102993449	0.186604045	0	0.184582519	0.164649234	0.047388145	0.17714114	0.162624351	0.130753221
Macrophages_M0	0.017169025	0.020733128	0.010100434	0.038651193	0.001239393	0.012240632	0.022156497	0.016956219	0.001089306	0.012974481	0.001849246	0.013701088	0.004546061	0.002834582	0.011118391	0	0.027678638	0.019278095	0.031877416	0.013025406	0.044685719	0.029967941	0.029496628	0.01334998	0.058367412	0.014430107	0.023900619	0.0080747	0.016491111	0.01442453	0.010727076	0.027790491	0.036025783	0.0203825	0.021108429	0.021775338	0.030281429	0.075398974	0.009281153	0.014719715	0	0.001819679	0.002011935	0.02341689	0	0.028639522	0.011217609	0.015232838	0.009794085	0.040183676	0.033172119	0.008038669	0.01936272	0.009079472	0	0	0.020187939	0.003244393	0.014571891	0.003800662	0.041850066	0.011694242	0.006507796	0.077549594	0.039397522	0.000211026	0	0.000230593	0.012915179	0.007129864	0.002490658	0.006255531	0.004554368	0.020009768	0.048287333	0.017093892	0	0.011948487	0.032868061	0.009846915	0.114154324	0	0.058258319	0	0.016618853	0.000774427	0.022367502	0.020597372	0.010373325	0.046756565	0.034430813	0.041658195	0	0.025993181	0.005845923	0	0.013793412	0	0.067553483	0.00588377	0.020999449	0	0.031676442	0.014245403	0.010546171	0.007117943	0	0.011699177	0	0.014893882	0.008194105	0.062815536	0.013970171	0.021697983	0.049234425	0.006727927	0.020755074	0.01008338	0	0	0.009028982	0.040486612	0.027117729	0	0.007291981	0	0	0.017562613	0.027739035	0.04181845	0.024785317	0.015711417	0.034622617	0.03528441	0.082499249	0.021255666	0	0.023804144	0.02718141	0.026282573	0.007190687	0.007253953	0.029216202	0.02560291	0.024423226	0.010113749	0.022854436	0.021054563	0.02068384	0	0.01871479	0.005592548	0.023865941	0.023995405	0.007311154	0.028633226	0.029004642	0	0	0.018617629	0.038598375	0.104550496	0.035969986	0.013776204
Macrophages_M1	0.000585942	0.002283312	0.002843171	0.006654014	0.007423981	0.003786286	0.003097044	0.006405845	0.001514139	0.006524307	0.005623368	0.004091193	0.003177628	0.005812368	0.005832135	0.008528561	0.00682965	0.006238288	0.00385	0.01308802	0.001979599	0	0.005350156	0.010528163	0.007603369	0	0	0.000789018	0.001384564	0.015464213	0.00085742	0.016137709	0.002375433	0.006190394	0.005538336	0.003673181	0.0028206	0.008728231	0.008400533	0.005827979	0	0.005147978	0.001330867	0.008693312	0.001758799	0	0.005581121	0.004784404	0.00269209	0.0007488	0.003245649	0	0.004852624	0	0.004305835	0.008586722	0.006747028	0.001814457	0.004916358	0.004086369	0	0.019354196	0	0.004790682	0	0	0.002987928	0.004080145	0.008421031	0	0	0.01559941	0.008668874	0	0	0.004946037	0	0.002251261	0.003018844	0.002267321	0.00415715	0	0	0	0.002242568	0.003751833	0	0.002490027	0.004211695	0.00085468	0.002954521	0.005482546	0	0.008665115	0.013195022	0	0.005271085	0.001261306	0.002792597	0.011925015	0.003878074	0	7.77E-05	0.002663497	0.003573037	0.001589124	0.006643399	0.008362368	0.00068287	0.005624071	0.004534882	0.002545921	0	0.00752016	0.008859909	0.00375672	0.001407797	0.00810621	0	0	0.015077454	0.004044788	0.004169317	0.005808457	0	0.002540727	0.001167291	0.005209069	0.003755055	0.003401241	0.008371495	0.011216138	0.007260295	0.004324982	0.007667943	0.001722431	0.00341183	0.002812409	0	0.00531612	0.006810252	0.008538068	0.004074052	0.003089345	0.006684542	0.0071734	0	0.006821352	0.006569029	0.005519748	0	0.010745367	0.007186251	0.008682055	0.002215815	0.005275565	0	0.005244744	0.001238816	0.003951554	0.003829233	0.001359786	0.005956969	0
Macrophages_M2	0.014343853	0	0	0	0.023546643	0	0	0	0.006159723	0	0	0.006816993	0	0	0	0.021796873	0	0	0	0	0	0	0	0	0	0	0.002199642	0	0.014164256	0	0	0	0	0	0	0	0	0	0	0	0.001057692	0.008450429	0	0.00281675	0	0	0	0	0.008259233	0	0	0	0.019337298	0.014611533	0	0.004269826	0	0.013400932	0.011255299	0.012303848	0.020107338	0	0.014223065	0	0	0.022271468	0	0	0	0	0.018756495	0	0	0	0	0	0.00116574	0.002909416	0	0.012225642	0	0	0.001112897	0.004254383	0.012017471	0.015620417	0	0	0.023897673	0	0.005897212	0	0.024840605	0	0	0.006740432	0	0.002421821	0.004150821	0.017035956	0	0	0	0	0	0	0	0	0	0.012028332	0	0	0	0.033711612	0.004531873	0.015202093	0	0.00848749	0	0	0.019037129	0	0.010767138	0.022215744	0	0.009435238	0.007614615	0	0	0	0	0	0	0	0	0.02301161	0.00278047	0	0	0	0.008317324	0	0	0	0	0.021153871	0	0	0	0.032714533	0.00023111	0	0	0	0	0	0.006373381	0.021410571	0	0	0	0.003193145	0	0.002381075
Dendritic_cells_resting	0	0	0.004384332	0.004623801	0.012502803	0.017104312	0	0.01016761	0	0.004312039	0.001462743	0.006853307	0.001468895	0.008429749	0.005699894	0.005128078	0.003902822	0.005366651	0.011834506	0.027500341	0.000759728	0	0.009921998	0	0.009866888	0.00047371	0.005906403	0	0	0.004592118	0	0.02328106	0.000990545	0.002856953	0.000231385	0	0	0	0	0.009033653	0	0.003931963	0.005386234	0	0.006023092	0.006434012	0.002146158	0.011704534	0.004007345	0.00184003	0.01678191	0	0	0.003085578	0.006800589	0	0	0	0	0	0	0	0	0	0.009323961	0.01164083	0	0.013045156	0	0	0.001597475	0.006409711	0.00731494	0.004682351	0	0.000741113	0.000751219	0	0.00196113	0.00122986	0	0	0	0	0	0.010517223	0	0.003356778	0.005399223	0.002143124	0	0.006069026	0.006611252	0.007630568	0.012558049	0.002568784	0	0.003372417	0.005922379	0.00858122	0.004193012	0.011236246	0	0	0.009209434	0	0.001441865	0.007838137	0.008452098	0.001633503	0.004961923	0	0	0.003044288	0.008907245	0	0.005691711	0.007987252	0	0	0.003260637	0.002598529	0.008846844	0.012519583	0.004223724	0.00105294	0	0.004533993	0.012834975	0.004743661	0.011659119	0.004958638	0.000896593	0.008091561	0	0.001549882	0	0.005030634	0	0	0.007828826	0.00837297	0	0.009297807	0.005897499	0.001828808	0	0.004905908	0.006130923	0.004305256	0.000147962	0.007248692	0.00657947	0.000703221	0.002576949	0.009319331	0	0	0	0.00499577	0	0	0.007999868	0.001559797
Dendritic_cells_activated	0.006463722	0.004918925	0.004657471	0.002794322	0	0.00286009	0.001241211	0.007848456	0.003645416	0.002079713	0.010270459	0.004190754	0.004372251	0	0	0	0	0	0.001858101	0	0	0	0.008671997	0	0	0	0.00849811	0.012076021	0.003659124	0	0.003123256	0.003703513	0	0.002372492	0.001126282	0.008060002	0.004897181	0	0.001551537	0	0.006490542	0.004510986	0	0	0.000346345	0.002680282	0.01060125	0	0.005762105	0.001005656	0	0	0.005744969	0.006353916	0	0.006839166	0.003798809	0	0.004412581	0.000512343	0.005970281	0.002110392	0.006184413	0	0.007103648	0.002884598	0.001558397	0	0	0	0.006839647	0	0	0.006814205	0	0.004093385	0	0.003334134	0.004180653	0.005885585	0	0.002529092	0	0	0.003607111	0.000976446	0	0	0	0	0	0	0.004956352	0	0	0.001428496	0	0	0	0	0.005005563	0	0	0	0.008197749	0.001941233	0	0.006319391	0.005014399	0	0	0	0.001627916	0	0.00140815	0	0.005131731	0	0.001051522	0.002716837	0	0	0.003786693	0	0	0	0.004118896	0	0	0	0	0	0	0	0	0.004558419	0	0.001643379	0.006227302	0	0	0	0	0.000474849	0	0	0.009174538	0.003035192	0	0	0	0.001586894	0	0	0	0.005441491	0	0.00236194	0.01210331	0.000494355	0	0.001612624	0	0.011764526
Mast_cells_resting	0.054901847	0.012972359	0	0.040159631	0	0.035626341	0.004905906	0.048671228	0.035552868	0.061052707	0.119642427	0.052385366	0	0.011860438	0.027635771	0.035778042	0.040622579	0	0.016011316	0.08417219	0	0.026714769	0	0.034400662	0.038453533	0.044403204	0.070611687	0.058368198	0.080938752	0.017409063	0.106836588	0	0.01562016	0.080176538	0.053916622	0	0.021766894	0	0.01337724	0	0.023063287	0.017705829	0	0.066586317	0.001871714	0.031736919	0.004001821	0	0.047300873	0.045302431	0.071252721	0.026422313	0	0.074329978	0.020153698	0.001793238	0.041008294	0.066919744	0.058452505	0.031010855	0.128564114	0.05253191	0.024245419	0.051604572	0.048071879	0.056548064	0.013681472	0.014598425	0.028579809	0.026640141	0.047525199	0.012467588	0.030630044	0.018279994	0.029909454	0.019122617	0.002639056	0.044416694	0.034772986	0.032828668	0	0.017624399	0.019294458	0.003133062	0.072185917	0.043813074	0.089623408	0.040195253	0.080840578	0.017096497	0.069726835	0.040903377	0.026108562	0	0.166456872	0.040619812	0.031251119	0.00810781	0.098589962	0.018175337	0.031366486	0	0.055229552	0.043368746	0	0	0.02423629	0.008902047	0.054737734	0.125325259	0.016262788	0	0.008120916	0.091305817	0.051499254	0.022216445	0.071732951	0.056151427	0.019231549	0.046687698	0.02988059	0.045624639	0.05333448	0	0.035865574	0	0	0	0	0.046433248	0.039323532	0	0.02447568	0.017927761	0	0.003208997	0.018105327	0.01974334	0.078846802	0.026600927	0.045488431	0	0.078974591	0	0.014008115	0.080139167	0	0.046118983	0.012586333	0.013288969	0.051338721	0.031437118	0.013476366	0.064891552	0.016865537	0.037841427	0	0.038560394	0	0.035800718	0	0	0.051177449	0
Mast_cells_activated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098059338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024306657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007963395	0	0	0	0	0	0	0	0.00111865	0	0	0	0	0	0	0	0	0	0.040345995	0	0	0	0	0	0	0	0	0	0	0	0.01973513	0	0.017460889	0.004006454	0	0	0	0	0	0	0	0.001179621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002661654	0	0	0	0.10155701	0.009895603	0	0
Eosinophils	0.034338264	0.036750708	0.018253908	0.071173287	0.116004606	0.006210094	0.013085721	0.031689899	0.013474196	0.014172931	0	0.117974175	0.046685958	0.07456917	0.023861382	0	0.046311369	0.088079062	0.033141334	0.044985593	0.013175284	0	0.015771579	0.006422529	0.083216436	0.071686593	0.070089711	0	0.01159439	0.055273535	0.021031321	0.014758589	0.021811946	0.039183631	0.059282852	0.116197416	0.033473184	0.072527063	0.06288132	0.090378309	0	0.020556935	0.082346975	0.000639992	0.017299546	0.066657594	0.031146885	0.037561958	0.040320727	0.024133762	0.030068616	0	0.050802764	0.010724709	0.022053546	0	0.08816421	0.076913473	0.006192946	0.044338658	0.001847446	0.051248905	0.058837822	0.077568319	0.023200241	0.021622619	0.032573722	0.021255132	0.035371249	0.010190633	0	0	0.019180118	0	0	0.010959735	0.002929533	0.003919841	0.000523979	0.039492349	0	0.024780141	0	0.018795772	0.009858051	0.046039094	0.001758796	0.046084224	0	0.029521982	0	0.026871051	0	0.062499574	0	0	0.019331535	0	0.009682892	0	0.013759503	0	0	0.074110982	0.037076262	0	0.018482365	0.010928568	0.003883608	0.009635276	0.046728622	0	0.068710236	0.015590714	0.010638581	0.02749848	0.029771431	0.008647144	0	0	0.070978093	0.041196555	0.095070014	0.076325446	0.022003544	0.030396291	0	0.05248105	0.060109086	0.124525768	0.058906689	0.056034841	0.041852651	0.041871973	0.005150471	0	0.02189943	0.050410319	0.010992806	0.07046266	0.040121339	0.081746711	0.014186724	0.012808317	0.006205719	0.037574753	0.059274396	0.046263042	0.120417692	0.00702973	0.007098713	0.021776862	0.070865721	0.013770954	0.044655707	0.010350989	0	0	0	0.021171505	0.037536097	0.017529428	0.022259792	0.081318798
Neutrophils	0.025052342	0.015604476	0.041287748	0.039891377	0.010257123	0.045679778	0.340994621	0.097150018	0.071750388	0.236656858	0.118864969	0.019619126	0.058903641	0.093807584	0.04633204	0.094574924	0.01692056	0.085627684	0.023602093	0.072289463	0.049666437	0.029281355	0.040574054	0.038564495	0.045962929	0.03418849	0.05537359	0.051571333	0.017945997	0.043634891	0.05890401	0.034652434	0.042853652	0.056285555	0.048103584	0.071811315	0.046486659	0.383692345	0.053227419	0.104843401	4.36E-06	0.037201548	0.003360724	0.096312355	0.089280126	0.032974629	0.235928878	0.02132057	0.030583909	0.081081269	0.003682407	0.030044013	0.157980922	0.134753774	0.243166679	0.180737507	0.090040835	0.110689638	0.038931751	0.01401989	0.117550889	0.169290759	0.042569526	0.032144782	0.021320563	0.025822146	0.070458769	0.064628978	0.044514172	0.022158058	0.141276834	0.025484101	0.024067434	0.569229249	0.227071197	0.017594434	0.051231894	0.013161025	0.07406667	0.031603317	0.201887772	0.252371217	0.087391388	0.054808615	0.016991529	0.054644373	0.140775371	0.033700772	0.072102031	0.210536788	0.028196789	0.008277867	0.209859337	0.03670735	0.108780425	0.080140857	0.022824257	0.184612881	0.050756197	0.12306548	0.026210168	0.100081589	0.018848974	0.019091048	0.047482007	0.126240417	0.224024662	0.071057938	0.069504229	0.063198735	0.01655826	0.149404164	0.130574684	0.184644052	0.10478797	0.02009382	0.082930852	0.08120488	0.247468988	0.425536055	0.070861477	0.08078603	0.024274575	0.082897067	0.056855684	0.024941993	0.094527293	0.038517482	0.030942671	0.125544996	0.231656842	0.021484326	0.135162557	0.030520701	0.137650262	0.177524006	0.0972883	0.016160197	0.152105259	0.029144735	0.032877203	0.020135842	0.028500407	0.07279555	0.040307779	0.032721916	0.176694638	0.04334877	0.083924762	0.081961264	0.054386305	0.066353597	0.042537618	0.15520414	0.042245664	0.040516695	0.374211196	0.227062841	0.300093278	0.026321541	0.533229705	0.263399999	0.024234744	0.034488132
