Mixture	SCLC01	SCLC02	SCLC03	SCLC04	SCLC05	SCLC06	SCLC07	SCLC08	SCLC09	SCLC10	SCLC11	SCLC12	SCLC13	SCLC14	SCLC15	SCLC16	SCLC17	SCLC18	SCLC19	SCLC20	SCLC21	SCLC22	SCLC23	SCLC24	SCLC25	SCLC26	SCLC27	SCLC28	SCLC29	SCLC30	SCLC31	SCLC32	SCLC33	SCLC34	SCLC35	SCLC36
Monocytes	4.623439906135e-18	0	0	4.12667861234387e-19	0.0166813151798085	0	6.30504394479854e-18	0	0	7.59735145999883e-18	0	0	4.77797323484217e-18	1.80816711267082e-18	1.42728160360922e-17	1.80732783230714e-18	0	0	5.31868991476692e-19	0	0.00306002504365356	0.0252856380858061	5.1976092842315e-18	0	0	1.07513883723642e-17	9.65215348552222e-18	0	1.69619355624301e-19	6.55227404353948e-19	0	0.00780849176827161	3.86718644191924e-19	5.15171655537639e-18	0.00860636518549138	0
MPP	0	6.47852113456057e-18	1.86588077013852e-17	0	0	0	7.35488169931379e-18	0	0	1.4685770288775e-19	0.0376789096516996	5.85892176193031e-18	1.85882085847895e-20	1.43642170309952e-17	2.83134901356256e-19	1.51288663633349e-20	5.80263965410654e-18	1.94944528539942e-17	2.07642595427837e-19	0	1.12382700316489e-17	6.07072376277598e-18	8.11817512345855e-18	0	0	0	0	3.41730462821433e-18	0	6.52798176082743e-18	9.56396910868427e-18	1.20844557726978e-17	0.00253984859466302	1.669231670269e-18	0	4.10313196029885e-19
MSC	0.25890674281847	2.90462145466089e-18	0.239693280030497	0.115958940481322	0.113364621952185	0.0138101437482996	0	0.0779846071091957	0.0367639319389639	0.0774897111700154	0.120884762018638	0.155399673805301	0.00582304058830764	0.0872805123830161	0.0406981879181387	0.0183520659890664	0.127729252966756	0.143814701818087	0.0760214821394916	0.0813414124755569	0.038804602404653	0.0718628381939419	0.0259699571340476	0	0.0308521861029053	0.200575427013007	0.0297406624680701	0.0526734474509492	0.082727493665492	0.103587986057305	0.142649166023572	0.0887010819880046	0.0983730989640389	0.0541880136513604	0.177126604323242	0.17653055044287
mv_Endothelial_cells	0.00516175072645284	0	0.0347225889322609	0.00273553377020706	1.29440238768117e-18	0	0.00530845999757063	1.19769933491342e-18	1.14161743926589e-18	0.00900751397868775	1.96625062811825e-20	5.82628755257077e-20	0	0.00028613569581429	0.0103236198304343	0.00776532268674499	6.72015165249653e-19	6.35661647831976e-19	0.000792617865221682	0.00841876588180848	1.40141792928676e-18	0.00108309266424423	0.00814871694185068	0	1.07257578945676e-18	0	0	0	0	2.64600906622381e-20	0.00765694466917553	0.00287396789907307	1.17666643371846e-20	0.00053463155571146	1.08526662412619e-20	0
Myocytes	7.82099959349042e-19	0.006152786095364	6.01727826688075e-19	0.000550620871505226	0.0120140795900896	0.00904741003316097	0.00604470624682767	0.00068004306503847	0.0121186373458247	0.00750629197003571	0.00572955635624768	0.002014329833859	0.00864112827300479	0.00596990779342195	0.00459799063492193	0.00176277097179262	0.0100456339334029	0	0.00538169478927706	0.00708056360562755	0.00400711178636816	0.000555613581998436	0.00206371793433352	1.13837905914501e-18	0.000515745855140495	0.0049117621768222	0.00414760472689418	0.00441918146261715	0	0.00238669492058596	0	0.0047490562239613	0.00034186552518341	0.00135589323093627	0	0
naive_B_cells	0.0176948147101597	0.018604122809137	0.0304589718334959	0.0165126117276072	0.0273901525439989	0.0125958784048604	1.16534532114445e-19	0.0321220541414608	0.0128135061462422	0.0166666690786284	1.51618532314773e-18	0.0307614264932213	0.0173609997899558	0.0185757159898321	0.0248211665407244	0.0359517750232335	6.97029902461333e-21	0.0209318448346223	0.0275413052877065	0.0311509990738143	0.00787288815420943	0	0.0199496369284279	2.65175265326569e-18	0.0379313047968758	0.00211555585767155	0.0515717516667399	0.0151711826420456	0.0116627732116261	0.00748886572573894	0.0437859068961304	0.0315718628003169	0.00395815425904509	0.0235222885240599	0.0111975629472304	0.0453809439691895
Neurons	0.00140430341574793	0.00461480205060147	0	5.4900808009428e-05	0	0	0	0.00133837949153048	0	0.00141136488530346	1.55094441439759e-20	0.000642690552251576	1.63448062105494e-20	0	0.000665055851705449	0	1.21970598422352e-18	7.65220513946294e-19	0	0	0	0	0	0.0308913180051537	0	3.93008576348461e-19	0.000194201573963951	0	0	8.12457226586321e-19	0.000940181504540013	0	0	0	0	2.64832543151719e-05
Neutrophils	0	1.37491478961255e-19	4.69700078341228e-19	0	0	2.50156874211101e-19	7.0832014354583e-19	0	0	0	0	2.0947859163753e-19	0	4.22191399597197e-19	0	0	2.53045908777863e-18	2.12185425329884e-19	0	0	1.25495516589565e-18	0	0	1.46188576265737e-18	1.94707469173417e-18	0	0.00180396407099866	0	2.66119863813751e-18	1.01096618867978e-18	0	0	0	1.51750010270308e-18	0.000199011781684253	0
NK_cells	0.0218111718131304	0	0	0.0414032060876386	0.0171917947320433	0.00448967245017251	0	0.0268341148361885	0.00381126819851942	0.0184048899888037	2.75949984349602e-17	0.0302100555149542	0	0.0106345494307553	0.00761860843068831	0.000993006896146458	0	0	0.0115171598241429	0.0267125840478943	0.00349674922187048	1.6428663397113e-18	0.000463185608061093	0.0117413574993988	0	0.0101073443158078	1.65401942241784e-17	0.0336403068305678	0.00191044295602747	0.0532421847754404	0.0132989624376315	1.57618535658757e-18	0	0	7.3531548191086e-18	0.0110434595305346
NKT	0.0060744840604951	0.00985907768766059	3.95215519831898e-19	0.031730394363328	0.00891165770843555	0.0149244118518455	0.00782002667786025	0.032336981947199	0.0393067383313032	0	0	0.027188756087928	0.0188175110491408	0.0626701512814972	0.00888151827352529	0	0.0186253070371039	0.078762237674628	0.0213036122423905	0.0135837327710839	0.00531052061961384	0.0801457025722889	0.0114630614248295	0.00548650534350538	0.0706111877878814	0.0160687906758243	0.0885917698958449	0.0518795209621966	0.122470969763403	0.0761222687526236	0.113156742768174	0.0296924343673911	0.0950627860858163	0.0292568220686394	0.022860659119264	0.0264988811665191
Osteoblast	4.57282569849425e-17	0	0	3.06122047341037e-18	6.26219342703061e-18	0.000707298317877925	3.55333200859265e-18	0	0.0111742081995218	2.08206596761868e-19	2.11697978374486e-18	0	0.00508199820719978	0	0.00579576207355024	0.00208218447108727	0	0	0.00686230049354205	0	0	0.011406909149986	0.00459273697072735	1.48757305882529e-17	0	0.00837635060276961	0.0741245690698971	0.00934118682804709	0	0	0	0	5.70893178407283e-20	9.85770337171591e-19	0	2.52838030602996e-18
pDC	0	0	3.28023222336225e-18	0	9.54921636412815e-19	1.14348352597105e-18	1.1505827413501e-17	0	2.61516394531625e-19	0	1.93853166050205e-18	2.55854513689951e-18	0	0	6.87722664244198e-19	1.20669987671325e-21	2.06264851041369e-18	3.52021336073935e-18	0	2.28349643837646e-18	0	6.83732658462205e-19	8.23349239550062e-19	4.71692630476251e-19	1.56002995801415e-18	7.00577465088678e-19	0	0	5.78402147173212e-20	1.25214423359343e-18	1.71824005729556e-18	0	0	0	2.03416876441843e-18	5.41901404117506e-19
Pericytes	0.0285815747496243	0.0241956030001552	0.0970398451490457	0.0622260304420924	0	1.77351910134324e-18	0.0550666788075853	0	0.0251493155091713	4.61273813771236e-18	0	0.0361025980354851	7.96420021345699e-18	0	0	0	4.44018319042322e-18	0.00969182363008284	0.0506029321154314	0.00723613541158277	0.0042579805148625	0.0440479190784253	0.0290337363130474	0	0.0285902558208352	1.23021693764999e-18	0.0408832923077864	0.00036518825135574	0.0268977617446627	5.58110162581385e-18	0.0366357384900948	0.0169355397821302	0.0357903038973455	0	0.00959875075726591	0
Plasma_cells	3.26222450004168e-19	0.00500575502969397	0.00787442247005286	0.00977841844665445	0.000458380772206648	0.00131212512958379	0.00190591966927818	0.0158596141663646	0.00901519925110055	0	0	0.0128700915577557	0.0165340651926956	0.00608479819530757	0.00779516581289025	0.0106928123023952	1.41420565326509e-20	0.00382253475176559	0.00300835043840014	0.00707688357197559	0.0144032305434093	0.00537285677236879	2.72852850672559e-20	0.00055670909496128	0.0162997631149366	0	0.00157730649963297	0.00431998856776146	0	0.0151599150380526	0.00419230235163566	0.00876675829392272	3.1291998951476e-19	0.0017700159589107	6.59706116554208e-19	0.00210943049933105
Platelets	4.9283448005115e-19	0.0300430036572595	0.062864367145724	0.00763504681884734	0.0407185243397848	0.00197467427831878	0.122490471889048	0.00605423770890756	0.0452230890597697	0.0117458922224062	0.00224876136528937	0.0011679136622703	0.0216563670949189	0.0150214955547192	0.0163148199195521	0.0171555751125909	0.112802884935514	0.0905305654456858	0.011008631893526	0.0370169508522963	0.0723423592188839	0.000341198703637164	0.0239173778163752	0.103878303925916	0.046919788310816	0.031835948153195	1.26631414410789e-19	0.00410825674420158	0.0298694055917518	0.103619009952119	0.0215109105572821	0.0209345107927109	9.16220908436287e-19	0.139225806235874	0.0175268820635134	0.00214468999246428
Preadipocytes	8.84800458765804e-19	0.0223312330819277	0.0138895949532121	0	0.0105216538421215	0.0253856366408424	0.0393407842694458	0.0163250248876319	0.0235073190617365	0.0150944416124972	0	0.0220813513248916	0.0284704314169221	0	1.83692535844032e-18	0.0145697792233844	0.0631972298006302	0.0116322528478991	0.0192145113227684	9.25052206846039e-20	0.0612181389038703	0.0413974904157928	0.00477483247169344	0.0480774234414784	0.0186448713274697	0.037863977352032	0.034391483113382	0.00986859750935787	0.00903398341923789	0.0583231263824852	3.88155272974101e-18	0	0	0.0347875719387877	0	0
pro_B_cells	0.00220904887920442	2.31757583883801e-18	0.00687120729310991	6.16506487014414e-18	0.00207097554276583	4.7494392907011e-18	8.78673235956185e-18	0	0.00502160239367577	0	0.0611751981314804	0	1.93802555450526e-19	2.54758640217658e-18	2.29036622320268e-18	0	3.35397167927907e-19	0	0	0	0.00375665187016707	0	4.27437008312619e-19	8.17393243952604e-21	2.61063202773216e-18	0.0373735424031384	1.69259070163395e-18	3.25680141727763e-18	3.41413358413958e-18	0.00423468236037655	9.56216371933026e-18	0.00139996663866154	0.0194597503710444	4.97063803802761e-18	0.00424676912421666	0.0005262765847778
Sebocytes	5.49120267928281e-20	0.00221671987167082	0	2.27480261424414e-20	0	0	0	0	1.42268033070782e-19	0	0	1.59455742618759e-20	0.000604210629639331	0	7.37064534907041e-21	0.0001364613168218	0	0	0	0	4.56296633878274e-20	9.00147349346125e-22	3.94515307575519e-21	0	0	0	0	2.09382314340141e-19	3.98421527311918e-19	1.17990389893336e-19	1.65546988407279e-20	1.34348683937311e-19	0	1.1926773207302e-20	0	0
Skeletal_muscle	0	0	0	6.26675085897498e-19	0	6.81931575996631e-20	2.67443365161084e-18	3.83305713035241e-19	0	7.44388979119201e-20	0.000664446358734163	5.53782850109507e-19	0	0	2.32004812060935e-19	0	0.000843164180274375	1.19025496424605e-20	1.7544622672033e-19	0	0	0	0	1.66856690589685e-18	2.01708489664997e-18	0	0	6.42120767430385e-19	4.40200290385221e-19	0	2.93910684883889e-18	0	1.55222248143362e-18	0	1.09092070605801e-18	0
Smooth_muscle	0	0.155174967263769	0	0.114968676069136	0.0723213882323621	0.167852799503391	0.136520760863025	0.0864130481410254	0.0361334148122722	0.0739844385480357	0.0230610170034886	0.0521506574731154	0.104100283333273	0.0933934531347416	0.112028591053235	0.17015998063764	0.0764567095821104	0.0822107176614514	0.0215419450911684	0.0686956751989596	0.0957448782470418	0.0378410107769786	0.0860311202907801	0.291528909433543	0.110649494242581	0	0	0.116092815320574	0.0311240396030811	0.127411989519803	0.0682507820817181	0.0458064150914402	0.00606063475432056	0.13025772017898	0.0145803458991179	0
Tgd_cells	1.64987102443275e-18	2.85176773011847e-18	0	0	1.96389474096474e-18	0	0	0	0.00253785908434719	9.53949155292198e-18	0	1.45746574079349e-19	0.00528670103077875	0	2.08295455722837e-19	1.82405104306682e-18	0.00370800726830558	7.39823917565138e-18	6.15626442391909e-19	0	0.00287139991588066	4.31429377942337e-18	5.78964188593206e-19	0.00147968805209013	0	0.0132999681768141	0	4.76663707789036e-20	0	0	1.06402137248764e-17	2.37884075352229e-19	3.63039374087925e-19	2.97133860366946e-18	0	0
Th1_cells	0.00307445765832929	0	0.0230843231807691	0.00644084579861932	0.00727777295427796	6.24894336988496e-19	0	0.0101956754707026	0	0.0342094587387201	0.00272814865761402	0.00659695937832321	1.92046913264634e-19	0.00430413652441522	2.24159036821264e-18	1.67295387516078e-18	0	0.0214141402655749	0.011182405890033	3.40142042105193e-19	0.00665498748642431	1.58204742251783e-18	6.3268215059043e-19	0.00927629206374372	5.70604058335504e-18	0.0301192256209107	0	0.0486164510355158	1.30892218196462e-18	0.0168427762705691	0	0.00274380789915898	0.00355609049562987	0	2.6398867768423e-18	0.0150124387383159
Th2_cells	0.00269725456984707	5.88825244438132e-18	0	2.80045865939173e-18	0	0.0328625768247613	1.08149244392397e-18	0.0124012593511118	4.27564985910628e-19	0	0.0697310931083466	0.00793269486852436	2.18632489137202e-18	1.14141892476716e-19	0.00898820841456014	0	2.03530135623068e-19	0.0567615780458183	0	0	0.0333466092616326	0	0.000141778153630148	0.0371865996523707	0.0246842088277597	0.0197382779182261	0	0	6.57709501756767e-18	0	9.94976767770831e-18	2.71784788327665e-18	0.0143870259417304	0.0205968716343543	1.80679557715691e-18	0
Tregs	0	0.0318946897514015	0	4.11961220371128e-18	0	0	0.0105062650107829	0.0106388559143684	9.09232048364412e-19	0.00350542216101493	0	0.00888999604598172	0.040271467050664	5.28539430353273e-21	0.00920603465947587	0.00707028425062655	0.0222065500629336	0.00211461541502975	0	2.86343877140321e-18	0.0309458401315686	0.0184248159956189	0.00826283957848822	0.0218289699563934	7.08616181539531e-19	0	0.0135403700374368	0.00433996777441895	0.047342634889576	0.00964622405251725	0.0242185238280398	0.0109792793260193	0.00221858866882753	0.0127896756952142	0.0194470620262185	0.0360423731324471
