Mixture	PAAD001	PAAD002	PAAD003	PAAD004	PAAD005	PAAD006	PAAD007	PAAD008	PAAD009	PAAD010	PAAD011	PAAD012	PAAD013	PAAD014	PAAD015	PAAD016	PAAD017	PAAD018	PAAD019	PAAD020	PAAD021	PAAD022	PAAD023	PAAD024	PAAD025	PAAD026	PAAD027	PAAD028	PAAD029	PAAD030	PAAD031	PAAD032	PAAD033	PAAD034	PAAD035	PAAD036	PAAD037	PAAD038	PAAD039	PAAD040	PAAD041	PAAD042	PAAD043	PAAD044	PAAD045	PAAD046	PAAD047	PAAD048	PAAD049	PAAD050	PAAD051	PAAD052	PAAD053	PAAD054	PAAD055	PAAD056	PAAD057	PAAD058	PAAD059	PAAD060	PAAD061	PAAD062	PAAD063	PAAD064	PAAD065	PAAD066	PAAD067	PAAD068	PAAD069	PAAD070	PAAD071	PAAD072	PAAD073	PAAD074	PAAD075	PAAD076	PAAD077	PAAD078	PAAD079	PAAD080	PAAD081	PAAD082	PAAD083	PAAD084	PAAD085	PAAD086	PAAD087	PAAD088	PAAD089	PAAD090	PAAD091	PAAD092	PAAD093	PAAD094	PAAD095	PAAD096	PAAD097	PAAD098	PAAD099	PAAD100	PAAD101	PAAD102	PAAD103	PAAD104	PAAD105	PAAD106	PAAD107	PAAD108	PAAD109	PAAD110	PAAD111	PAAD112	PAAD113	PAAD114	PAAD115	PAAD116	PAAD117	PAAD118	PAAD119	PAAD120	PAAD121	PAAD122	PAAD123	PAAD124	PAAD125	PAAD126	PAAD127	PAAD128	PAAD129	PAAD130	PAAD131	PAAD132	PAAD133	PAAD134	PAAD135	PAAD136	PAAD137	PAAD138	PAAD139	PAAD140	PAAD141	PAAD142	PAAD143	PAAD144	PAAD145	PAAD146	PAAD147	PAAD148	PAAD149	PAAD150	PAAD151	PAAD152	PAAD153	PAAD154	PAAD155	PAAD156	PAAD157	PAAD158	PAAD159	PAAD160	PAAD161	PAAD162	PAAD163	PAAD164
aDC	0.00830014092653226	0.0111904406903388	0.0221280210523645	0.0131766981269236	0.0322778838865603	0.00776158402378649	0.0293030601853475	0.0367593116489964	0.033209736429181	0.0337452228010933	0	0.00958253227255305	0	0	0.025486494600759	0.0495773845590147	0.0234631755068153	0.030625900279128	0.0195431905560894	0.0419617788133645	0.0430944929115755	0	0	0.0531104771120078	0.0251531529556878	0	0.00857801498196469	0.0310937382988894	0.0255209829198178	0.0385512304171127	0.014866808682871	3.90756882170761e-19	0	0.0188782110242371	5.09231788890047e-19	0.0129899954597372	0.0379255676736993	0.00694906149498541	3.37176481834539e-18	0.0533602647144029	0.0277369255705454	0.0230753266908361	4.15511586955296e-19	0.00756404400267293	0.0273889847836112	0.0327004374539794	0.00691044087956355	0.0391634402957072	0.0117898199549591	0.0139556559073564	0.0179202239857935	0.0489291877551285	0.0367397338279597	0.0110552215610994	2.65890594471988e-19	0.0316142279476298	0	0.0121055758546863	0.00772554539436131	0.0238518947652328	0	0.009904306473172	0.0213274385165169	0.00486511655914638	0.00832221518291896	0.0155564818850006	0.0250542877855884	0.0489042412258694	0.0476396385094947	0.00510153886750102	0.0670773005451217	0.076226264027766	0.0137905450174096	0.0133542140458343	0.0439799975036733	0.00358273315935485	0.0117801508103276	0.0199592974752577	0.0529320764419347	0	0.0180320046468809	0.0199671120779478	0.0399265822979953	0.0298787481675565	0.0317191968115907	0.0272041803844232	0.00951029972336308	1.0114987118466e-18	0.034353056263469	0.0539813116728446	0	0.00541322580632234	0.0556677334649127	0.0437208221165052	0.0326981807193371	0	0.0167821249831761	0.0209151124765579	0.066679573774983	0.023453847108475	0.00927125908005148	0.0484781685998452	0.0230291404415617	0.0475356318147649	0.0456821055642765	8.98520501881919e-20	0.0167815586153056	0.00801807421809844	0.0222782006846961	0.0299236861603383	0.0233864267707398	0.0767229256327105	0	0.0132873273821604	0.0689510489907872	0.0275666718154506	1.1308158999143e-19	0.0055592470845422	2.28109810245831e-18	0.0312184120882874	0.0709433855981673	0.0496795984229081	0.0214633186489044	0	0.00213208297020306	0	0.0255868256925633	0.0253417548281808	0.0173983848018126	0.00752974362751991	0.0361708588096133	0	0.00334290741824954	0.030653412197393	0.0386616820846087	0.00306342505296811	0.0727171148810319	0.0241149308468066	0.0210762823966389	7.74046519388045e-19	0.0476255941806113	0.0143418578133292	0.0117483766858128	0.0537992155632712	0.0269167296174768	0.00447115744636731	0	0.0232310036064025	0.0283170416237347	0.0179876116144291	0.00152052184218779	0.0451689259208377	0.0097290558477287	0.0449872321361995	4.891162411885e-19	0	0.0157662039088327	0.0123084881112351	0	0.0205170210958784	0.0414505704821198	0.00601950419280763	0.0122040037701685	0
Adipocytes	0	1.80065091499444e-19	3.56163004946379e-19	0	0	9.59827049790739e-20	6.83106060096132e-20	1.49444770850082e-19	3.97673796223651e-19	1.02888718679467e-19	0.00426066260039679	3.37956168127894e-20	2.42812447402212e-19	0	0	0	0	0	1.83621077508999e-19	0	1.50646601253226e-19	3.48165219328721e-21	2.15540275890947e-20	0	0	0	0	0	1.54024572289453e-19	6.61469734974655e-20	0	0	0	5.17848048549984e-19	0	0	0	0.0193042509666672	0	0	0	8.53895112439167e-19	0	0	0	5.18586342039416e-21	3.12794134987646e-19	0	0	0	0	0	0.00128117064703738	0	0.000272726712496784	0	2.80469799291517e-19	0.0118518662311736	0	0	5.4438414002598e-20	0	0	0	6.07966383861683e-19	0.00442582298999247	0	4.98193385491595e-20	7.8683888269461e-19	0	3.21103106941678e-19	0	0.00223325983052625	0	8.93553515089695e-19	0	4.39339675840372e-19	2.73349750612769e-20	5.49915029327941e-19	0	4.35799125802116e-19	1.4708882932083e-19	0	0	0	1.54774542339222e-19	0.000436244014294961	0	3.86961374879021e-19	0	0	4.97083285466788e-20	0	2.13873983926618e-19	0	0	1.25278676525296e-19	0	0	8.26557620873919e-20	6.26219082261881e-19	0.00257592318350155	0.00739329351341758	0.000828482156784528	0	0	3.16380026461534e-20	0	3.49498159205444e-19	1.84859548021338e-20	2.46970991305536e-21	0	6.10888117357412e-19	0.0043015557079129	1.66119262639158e-19	1.03487914133174e-19	0	0	3.59071021644388e-20	0	0.000224021531200937	0.00331279176674969	3.74116292116949e-19	8.19629892902907e-21	0	2.27813242520384e-19	0	0	0	8.16006910145436e-20	1.08665452131384e-20	2.0537091551194e-19	1.38289183122826e-19	0	5.90578651481492e-20	2.74129341244585e-20	0	0	0	8.49985847643909e-19	4.44146436148463e-20	0	4.2035659240238e-19	0	8.42287108714091e-19	0	2.97907456015948e-20	0	0.00501470669330996	0	5.9392239723336e-20	7.67365143902756e-22	3.921835122604e-20	4.73349605950977e-20	2.9863908314174e-19	5.00710481917741e-20	3.353510179742e-19	0	0	1.07619622513787e-20	1.95744797714002e-20	4.0556204801595e-20	2.69094212680031e-19	0
Astrocytes	9.75306153756222e-19	0	5.02075468505892e-19	0	0	0	0	7.70572295716651e-18	0	0	5.59076081644052e-18	0	0	0	4.4695096621866e-18	3.04096906484738e-19	0	0	0	0	6.08747404134397e-20	0	1.38373545642649e-18	0	5.65698225271337e-18	0	2.54765718101601e-18	0	0	0	0	3.32735506717652e-18	0	0	0	0	4.44829896177995e-18	0	0	1.19129939317494e-19	7.85006406384574e-18	8.87835615960457e-19	0	7.63649293931619e-18	4.45680960363311e-18	1.07593890906146e-18	0	0	5.66459243474567e-18	1.72696565073293e-18	2.61051872996232e-18	0	0	1.79972691058204e-18	0	1.34550353814447e-18	0	0.0114207810158169	1.73896765505827e-18	0	0	0	0	2.49925810793125e-17	6.57156915595456e-18	6.50373293752821e-18	5.83004037995759e-18	8.24708641711017e-19	0	0	9.41964720763664e-18	0	1.90637663952063e-18	0	0	0	0	0	0	0	0	2.52534202949068e-19	0	0	0	0	0	2.12168356218086e-18	1.16313713927925e-17	7.92614240418513e-18	0	1.70682362557509e-18	0	0	0	9.62354017548769e-19	2.8982922646028e-18	0	0	2.15456479406662e-18	1.6702953062937e-18	0	0	0	2.53673962967648e-18	4.21256137605634e-18	0	0	0	0	9.80279409251616e-18	1.19421485295748e-19	0	2.47750860940529e-18	0.00874860591373732	0	0	8.67991314906126e-19	0	0	0	0	3.27752399052778e-18	0	3.28740777110509e-18	0	0	0	2.58233469467064e-18	0	6.58117901870577e-18	5.42432633528733e-18	0	0	0	6.61529058889155e-18	0	0	0	8.92353666014625e-18	0	0	0	2.49599081095133e-19	0	0	1.31023055647542e-19	0	0.00843667701356878	5.43536198296097e-18	0	0	7.17414932554635e-18	0	0	0	1.02550036762475e-18	0	1.65017354406427e-18	0	8.69375026631268e-19	0	0	0
B_cells	0.0979485317718604	0.151046221581525	0.0389058734013197	0.1214610056563	0.0375521685978312	0.148818345524226	0.0220796709306806	0.124617197144143	0.115505460975427	0.0250969498195364	0.0540294892112131	0.0800929814405568	0.0953461331071922	0.077669823418678	0.0962274223580822	0.0404097222054469	0.0551274213332536	0.0498328832992447	0.130260552452268	0.129166214423668	0.0507731474457914	0.0283667477376307	0.101299096667734	0.0410883872117831	0.0667336225865983	0.0237542651627439	0.115505020766382	2.58250434253637e-19	0.0893778799748239	0.111049788719171	0.0660617587640517	0.0472715970088372	0.0540957066604357	0.0658018902736284	0.0558235578295006	0.120114254382622	0.118961966608552	1.09591530748135e-21	0.101499233625408	0.0670630352047804	0.0533526343787927	0.00339489544005511	0.0961978949090502	0.0506648596937355	0.0393619037439312	0.0906978516059968	0.0884882977242001	0.0505557861104266	0.0455258625863822	0.0997653232153301	0.0598097221956956	0.107794654780704	0	0.073528926174789	0.0705191841630088	0.0196044791055916	0.0402084176464695	0.00624639482338202	0.127370508472941	0.120397681437882	0.140885393974451	0.106038870047644	0.0588103031599264	0	0.0427139689193277	0.0187168016727173	0.10460502788258	0	0.087235133635815	0.117872253600929	0.0623306197892154	0.107569402081029	0.062557664950058	0.0631353201512323	0	0.0564278034921847	0.0239802931014379	0.155625823031994	1.77926198672942e-19	0.0688660951454161	0.0915902151985588	0	0.0601922321631177	0.0973292439075961	0.0412909464121215	0.0181233179785015	1.08930526035618e-17	0.0611053717641603	0.110771458751306	0	0.0632370620916279	0.147666289573701	0.111050127360603	0.0788463667622215	0.0743872003799013	0.13220027178856	0.0137231199786172	0.0480741518086237	0.16456881854061	0.107341209357226	0.0841667986139981	0.0291266727579453	0.0770776037158986	0.0351384595306967	0.0167677933933264	0.0350983574743398	0.0741198001851098	0.068062654591533	0.114902159512834	0.0909635499728418	0.0430469237756122	0.0598852783246562	0.00155718533840461	0.0718297980302433	0.0508916743420358	0.0509649128783836	0.107669030589184	0.0515902468855921	0.0701842750364854	5.20010744284569e-18	0.0624333874028665	0.025960823438101	0.127311169613485	0.0553992066497051	0.124004401565423	0.0715735552211842	0.00559789071897357	0.0285639591860583	0.102104761773984	7.3524444437316e-19	0.029609785187368	0.0592773535396041	0.0876499209017182	0.0122023339308016	0.141165362570465	0.127182361828	0.0209355387497194	0.0722532557748549	0.127225930639838	0.0801262817421023	0.125387068261964	0.0886547456450125	0.121380624443786	0.087059195096215	0.164307835669501	0.0791215292219567	0.0913532835512848	0.0894599502895004	0	0.0949504826521732	0.0978532991322981	0.0365518946304801	0.0898328201304514	0.11794443548103	0.0949250514649529	0.0632101448792848	0.0419964943798131	0.0782856756120883	0.0293102773895469	0.0371942901131773	2.9211512254969e-19	5.79992217419159e-19	0.0587007448696218	0.087272103205586
Basophils	0.0667713377459727	0.0291139493987803	0.071851401855442	0.0137665462207827	0	0.0999458015627922	0.0327591741527895	0.0401100726967677	0.000692311249679299	0	0.0839687569567755	3.60428918631799e-20	0.0382895665728465	0.0292639705750728	0.0734140966295145	0.0472615377910626	0.0765812353214159	0.00211144482555178	0.0693673514471206	0.11924044770031	0.0896763525612749	0.121180387950613	0	0.0589914144264718	0.0808134050061425	0.00467489721842968	2.19711819903914e-18	0.0146379672173929	0.0127721762438434	0.0434699972780324	0.0473397913715625	0	0.0395662321639504	0.0666233753660035	0.0853651134529515	0.0117769423491635	0.0178420444779873	0.0568249795820358	0.0184344652558111	0.0469882814142177	0.259036512302375	0.0332484867966711	0.00946349666017778	0.02650901633113	0.0469726719005553	0.0270146838076865	0.00205179766659226	0.0194580668167057	0.0283242850882868	0.119135445064036	0.0517899279429881	0.0227266404977681	0.142487478055745	0.0527536481274015	0.032948873886721	0.0141930660606784	0.0212118160201698	0.127982736640571	0.0555694512564655	0.00379745893086699	0.027351305875093	0.118849781923362	0.0282613410999643	0	0.0101591648153797	0.0198899264453595	0	0.159978009637694	0	0.0965974247041119	0.104602237457121	0.0951813632291786	0.0600575484515565	0.050719285305452	0.168975859231628	0.0144781184040181	1.74978630148284e-18	0.0447268504357206	0.0692140965656552	1.91492888993766e-18	0.105420805593846	4.62867804773446e-18	0.0561171011413652	0.101848050589646	0.0885490611713497	0.118157107131752	0.0584285307661283	0.0316781920051906	0.0339474707152867	0.0688018019299017	0.147743167808878	0.0076574987051904	0.115536730457506	0	0.144064275881489	0.0578551331631687	0.0180978699869536	0.105453600637214	0.050443311205074	0.0360907860050524	0.00346643308742087	0.0557289551033306	0.0491887924888512	0.138050259667333	0.00500226251647906	0.0688920947868435	0.0118115389917583	3.20495830007136e-19	0.0431255419437868	0.0357447293794789	0.0795808394261884	0.133490275915056	0.0306219531739627	0.0561744437795987	0.0361516312895868	4.37537519366929e-19	0.0347400411648721	0.0500222376094724	0.0345838719913405	0.0127003428218096	0.0553081559655425	0.131547556700264	0.0571456132554036	0.046100709721515	0.0670451167862185	0.130436702471313	0.0973793331285127	0	0.0181346413578286	0.0991865266538382	0.106402955515931	2.06975210096659e-17	0.0816190172122971	0.0327601046967156	0.0240705510937961	0.0860461298595547	0.0913437269726102	0.0802330590917555	0.0429130590661407	0.00452747360927733	0.104714793401957	3.63743680218489e-19	0	0.105886458377011	0.0459485564229195	0.00286778351177178	0	0.00385161409305631	0.146445191483958	0.0467246263629616	9.49517588647854e-19	0.0328801069293362	0.0735824738686615	0.0629380597317252	0	0	0.0690203881379366	0.087270729627523	0.0717875359336976	0.0508608426777828	0.0143461248141853	0.0401834195905654	0	3.02328400396943e-18
CD4_memory_T_cells	0.0203171295595375	0.0346157364209781	0	0.0125724717668615	2.31003115079531e-18	0.0342395609550681	0.0078753159548626	0.0116199686801585	0.0302511155208744	0.00938579657618819	0	0.0380498542943881	0.0300071788027096	0.0205165010075679	0.00483676143844756	0.0187711629825139	0.0235802327361902	0.00614474857439478	0.00465268685918867	0.00865622505299916	0.0170638096848596	0	0.0136222507442656	0.00151122100012208	0.00526570115525109	0.013001910178994	0.0223122389921368	0.000480330035987913	0.0286027266975488	0.0236961453246595	0.0179512112173875	0.0182563903185507	0.0163575112842849	0.0251113821908133	0.0243438885434765	0.00644505611174251	0.0344766823060843	1.14122713228191e-19	0.0124141998127529	0	0.000487919323121279	0.0190958007287805	0.0214314205343213	0.00986894924676214	0.0312138205183323	0.00947964908219906	0.0205398257855116	0.0308990730143089	0.0248830603074666	0.029337533992687	0.00936346695794757	0.00978443670377428	1.55008132470094e-20	0.0136876114015261	0	0	0.0200252299850992	1.40680612562052e-19	0.0184997749192644	0.0196241199569892	0.0103700263458996	0.00168716160747562	0.0148136212552914	0	0.00324689749512259	0	0.0244943578209755	1.21258364419498e-19	0.0198352571262996	1.35761640492552e-21	0	0.00806229098744998	3.9307259719297e-19	0.0094551853117213	0	0.0217538292800103	0	0.00941045543868547	0	0.0371828876299974	0.0207599919025624	0.00538216744738191	0	0	0.0316037971397069	0.00524628869492932	5.91995757388629e-19	0.0166438478766723	0	8.68639325909323e-19	0	0.0134157132115282	0	0.00156581896758512	0.000134465461330857	0	0.0244413840077196	8.61987927365702e-19	3.06804898278101e-19	0.000189221484250103	0.0332248863215546	0	1.7754530651248e-20	0.000708209678054636	0.00172830205286485	0	0.0389235453669568	0.0224258812595646	0.0115409162267692	0.000352121372252015	2.28573197409642e-20	8.31741698698633e-20	3.71333890960635e-20	0	0.0079108069402602	0.0227350492365146	0.00435964278371149	0.0065533372361435	0.0269833620628835	0	0.000531898035699709	3.00624036503906e-18	0	0.00287695077881504	2.49238658656575e-19	0.0082292514623351	0	0.0323926419542479	0.0212334381488837	1.37767079415434e-20	0.00457992806104806	0.0189272608632132	0.00708583532155904	0.00299540252301227	1.84326051605988e-20	4.88413239361897e-20	0	0.0126297476881884	0.018145695031928	0.0145568996717746	0.00497264425419867	0.0146743303673454	0.0259558414750522	0	0.0200886334457456	0.0201654398652702	0.0118314097604954	0.0235464814551143	5.67978936246698e-20	0.00749767441697899	0.025408608097247	0.0173849764745203	0.0129313473828785	1.57507041072253e-19	0.0150861655113714	0.0101185972477426	3.15864242442307e-20	0.0166469021641827	0.0464090538284041	0.0105502365107298	0	0	0.00885490887613095	0.0203190758863045
CD4_naive_T_cells	0.0304371531349847	0.0457254305618452	0.0206909287512537	0.0302359500243991	0.00942109248978869	0.000901786474749096	0.00286532390700692	0.0192446666846687	0.0116761703521974	0.021761241898236	2.31877820477808e-18	0.0503254554487036	0.0284023187025151	0.02045053637772	0.0095147872088853	0.0220955832744661	0.0396269703193286	0.0177013244881121	0.0140572982525497	0.0164070780991651	0.00640014016067536	0.0154755725673062	0.0218648923772967	0.0125413859921166	0.0124447998705498	0.0205697549132398	0.0242497979793395	1.5940700726131e-19	0.0108005176353132	0.0259407717404439	0.0208438195846506	0.00959329382534084	0.0164441619161377	0.0322886478437895	0.0113628733481274	0.0110270929412928	0.0406660808682172	1.18938730373311e-18	6.10844878911251e-19	0.0175947204376614	0.00135855744639186	0.0179729837728119	0.0570145385945462	0.0145402582789213	0.0233011622588522	0.00985766550305101	0.0221110844802079	0.0337343161442781	0.0169054449028374	0.0582038859197688	0.0166413633444313	0.0233839253765903	1.74748771900909e-18	0.0023788606561453	0.00423950995326841	0	0.0314598215240732	0.00195328690457124	0.0261604645502078	0.0316800472918136	0.0343914177361973	0.0151276239818736	0.0223129872111884	0	0.00901229322165419	0	0.0347131960390428	0.000214361425383371	0.0190449006154912	0.00780183385629566	0.00646313786078848	0.000956587113795639	0.00381716941879607	0.00949700133474092	0.0016607060935873	0.0212778742838186	0.00811527553008231	0.00645649580307621	0.0227298765410113	0.0418346917806624	0.0419003510216898	0.00666255224159765	0.00383372647671444	0.0157000250005825	0.0183391232508635	0.00373234393046553	7.5994277727701e-18	0.0203694085736986	0.0423312530573719	0	0.0173132487255928	0.0160028193745079	0.00810755630200604	0.0142063421252083	0.00193737535226263	0.00737222700884422	0.0331728218274581	8.88922403137297e-19	0.0144891323550378	0.0131538600759966	0.0164033065162632	0.0027215013132642	1.63225302488075e-22	0.0140811349776944	0.0256725675103601	1.67937559772938e-18	0.0203263101441611	0.017296876568495	0.00936890081171811	0.000571352206640286	0.000685193129055516	0	0	0.0175126643489068	0.013999116245663	0.021853330912837	0.0108228839935611	0.0204352848532156	0.035159481810835	0	0	3.34312881492549e-18	0.038675782678697	9.06647936312031e-20	0.0214383269764813	0.00350578315222842	0	0.0478064982500413	0.0264338055595595	2.94248794740026e-18	0.00590017152888996	0.0120635995363256	0.0263992111390774	0.00507183412584292	0.0274560867110752	0.011623898236543	0	0.0136902812001416	0.0269139685220645	0.0337261389609348	0.0136330970614123	0.0241238370903426	0.0258409559957605	0.0173907977092968	0.0336632535144547	0.00392880407624384	0.0282504576271617	0.0253631848034477	0	0.0304369912819908	0.0369740807230817	0.0117432565507165	0.0223971959201955	0.0158651591117705	0.0194314713706404	0.0136455299148961	8.95108873152072e-21	3.38206535230272e-20	0.00200261318083916	0.0143881580729911	3.602395915618e-19	6.44600736648893e-19	0.0110344242370231	0.0245858204017557
CD4_T_cells	3.7590987539227e-19	0.0108421360656058	8.39736224090964e-19	8.07899044550627e-19	0	2.60176501615297e-18	0	7.82512908108272e-19	0	0	7.55152272446816e-18	0.0150230179990498	1.85231804738344e-18	4.66656890825206e-18	1.176308888852e-18	0	1.33221959501969e-18	1.32445273610256e-18	1.55956116766041e-18	0	0	1.1807205214233e-18	7.0498266608024e-18	2.72102142802782e-18	0	0	0	0	0.00358420952615007	1.07214786964547e-19	0	4.50686926218135e-18	0	0	0	0	1.24193727200245e-18	0	0.00160558710002434	6.21651991520032e-18	0	9.30856846425854e-19	0	0	1.76158440921225e-20	1.3557434552172e-18	0	0	1.98215765837641e-18	0.00364887942645992	0	0	2.93211056710788e-18	1.82552234329197e-18	0	0	5.99422534890156e-18	0	1.24338386566473e-18	0	7.06238232957851e-18	0	0	0	9.58082085003103e-19	0	1.05287309363975e-18	0	0	1.30093737710433e-18	0	0	1.93965827787965e-18	0	1.29162793756582e-18	2.52191556702651e-18	1.47905862760867e-17	3.4996674071354e-18	0	3.49107272481094e-18	8.5392009408475e-19	8.07765058995442e-18	0	9.39031389028598e-19	0	2.64461966462447e-18	3.56754112386167e-18	5.34632974015689e-20	0	0	0	0	0	2.76787064367501e-18	4.59320304954759e-19	0	0	4.17048317997144e-20	1.83462977416752e-19	0	1.25370176505543e-18	1.1798912366237e-18	7.72000213986818e-19	1.4773527636472e-18	0	6.38236724985271e-18	1.97229943686879e-18	0	0	0	1.01698816776011e-18	7.23144801960985e-18	4.17379144271792e-18	0	1.19286321188596e-18	1.00571255223935e-19	0	0	3.51026161995657e-18	0	1.77828477797735e-18	3.8642738110313e-18	2.80414959085747e-18	6.58970046284324e-18	0	3.54434388079985e-18	0	0	5.50318055730365e-19	2.58007967464019e-18	0	1.35541474283458e-18	0	5.96346239096839e-18	1.29475045710422e-19	0	4.21794612672772e-19	3.30336060804046e-18	2.94553707523779e-18	7.91412266535211e-19	2.06388068999811e-18	1.1502921990248e-18	0	0	0	0	0	9.07037155086021e-19	2.98915214346099e-18	0	0	0	1.20866138121609e-18	0	5.74026894559327e-18	4.64274609065744e-18	6.08801741261216e-18	0	0	0	1.95530539282694e-18	3.58163002185675e-18	2.468477723398e-18	3.30926594049495e-18
CD4_Tcm	0.00217732792534271	0.0169669789813486	2.11812826333319e-18	0	9.68745231053993e-19	0.0372956400716866	0	1.29463346378929e-19	0	0	0	0.0171236928167929	0	5.93681029902954e-19	0	0	0.00691819573557465	2.33974792489352e-18	0	0.000503657423305924	0.0117454704003914	3.74966389162586e-18	0.00723178681268183	3.29645791882616e-18	0.000529821485026951	1.47033115195544e-18	0	0	1.18716028210479e-18	0.000894798285198386	2.15744093523531e-18	0	0.0183206213253278	0.00516635059601258	0.0113376124918066	0	0.00619923449072738	0	0	8.1214116554662e-19	0.0218094909014015	7.80817881533896e-19	0.00372736138772718	0	0	0	0	0.0080934815113684	4.9794279869812e-18	0.00556070108035267	0.0065531905147381	0.00397342592468567	6.54367973252498e-19	0	4.67410838929016e-18	0	4.03277421134715e-19	2.57154873903066e-20	5.94939215651932e-20	0	1.31282938743021e-19	3.69662318092671e-19	1.03967760991756e-18	8.13858639645382e-18	0	2.28486709861051e-18	0	7.92306405940712e-19	5.71654015288399e-18	9.94079208086527e-19	1.19735429595404e-18	0.0223553051961931	8.98685428559187e-20	0.00643735385594606	0	0.00917186108349505	0	1.4319068024416e-18	1.55203178283931e-18	2.0493550960349e-19	0.0193786119682126	3.46564153462499e-19	0	0	0.00110827661003168	0	0	0	1.30721986067928e-18	2.65551665257907e-18	3.16912963247174e-18	0	1.32172078459354e-18	4.28265812485951e-18	0.0141625957161521	0	0.0086856130259404	7.57676917230156e-19	0	0.00246331066154806	0	0.00763968552237592	0	0	0	7.99175516709625e-19	1.81169607228248e-18	2.68026962186708e-18	0.00554577559673651	0	1.52388844464218e-18	2.69673217121429e-18	6.5597220800416e-19	0	0	0	6.66337773505192e-19	0.000148281338952011	0.0158322045430001	0	1.89789635279364e-18	8.35211158616954e-18	0.00386897820834057	0	0	0.00794426580436165	8.54886522844791e-19	0.00642772500661772	6.90038628645388e-19	7.10760714425391e-18	0	0	1.56879327021716e-20	0	0	0.00119526036050746	8.79734600404768e-18	0	2.28925838998605e-19	5.00397411109433e-18	1.7309181696302e-19	0	7.64045727191292e-19	0.00257024941940712	0.0251223095623141	0	0	0	4.69814333100248e-18	0.00797634204318505	0.00043467430203846	3.9008443446715e-18	0	8.99124181241902e-20	0	0	0.000777288189435988	2.08596863959062e-18	0.0128794826377379	2.86704615893323e-19	1.35627939030471e-18	0	0	3.56550102404456e-18
CD4_Tem	0	3.6308511426027e-18	0.0027169887797939	2.38094422603489e-18	0	0.00451401058449479	0	0	4.23367214081748e-19	6.02559296705277e-20	7.61099562337464e-18	0.00904873485728884	0.0233940394821872	9.75627553932703e-18	0	2.06664033106264e-19	8.23846213915496e-18	6.06062462846269e-19	3.8537470203879e-18	0	0.0147770205524948	2.83167279341428e-19	0	1.95252690932127e-19	0.0178615854050808	1.32699218690156e-18	0	0	0	1.09749619185776e-19	0	0	0	0	0	1.56635515406324e-18	3.4901789382886e-18	2.79333033663936e-18	0	1.72403026336485e-17	0.0192555326268087	0	2.15298350162871e-18	1.94586205817253e-18	0	1.80710958101433e-18	1.01683910769548e-18	0.0143693658382209	0	8.67009537404438e-18	2.46081891971489e-05	8.83550639100584e-19	0	5.00776965616042e-18	0.00535651907430315	0	3.12313448047364e-18	3.43314406028621e-18	3.04525416213199e-18	5.78437126817344e-19	1.86258769388222e-18	3.55397915783755e-18	0	1.28388195671965e-17	1.97809975332802e-19	0.0204545318563681	0	6.61662521165139e-18	0	2.69508371184866e-18	4.5023337090397e-18	0	3.60632016285865e-19	0	0	0.000461705374300015	8.67954321369902e-18	5.30913437650265e-18	4.10819890643615e-18	3.70417687224223e-18	1.12174088353908e-18	0.000451455387145913	2.3917056445331e-18	1.28064051425723e-17	3.34944722154355e-18	4.20723762232171e-19	1.62628567216468e-18	5.74470605046517e-19	8.71685692579762e-18	2.50663247790079e-18	4.84554306783577e-18	3.51274456995223e-18	5.80539587856553e-18	2.97102653162423e-18	0	4.55544877645051e-18	0.00157141768881517	1.04228777565942e-17	0	3.58266076233758e-18	3.83383466532708e-18	0	2.724041973678e-18	8.49957291318224e-18	5.03494379364589e-18	2.77014182415441e-18	2.74113859927818e-18	2.21388787901261e-19	8.00365864821641e-18	5.12152413009996e-18	6.35988163558616e-19	2.04961964492147e-17	0	5.14138511118777e-18	6.27451176263006e-18	0	6.38057660400059e-18	1.48366643748104e-18	1.41203542509311e-19	0	2.89065642307851e-18	3.01157243127444e-18	6.53139144106927e-19	1.42788697384138e-18	3.85708126371748e-18	4.88620700515169e-19	0	1.72414928234453e-18	0	2.44148233356666e-18	2.48403558944148e-18	1.27085876497985e-18	5.55123305308333e-19	6.18678492940274e-18	7.41737019077598e-18	5.39503465983095e-18	1.91754595412997e-17	0	3.54775434790431e-18	0	0	6.95726862925583e-19	2.05931827502035e-18	2.33689737203588e-18	6.45978138380281e-20	4.2185105725708e-19	0	1.49314082455026e-18	0	5.55103175664543e-18	4.4063725942183e-19	1.53513737971225e-17	1.57335899990888e-18	7.07121890312831e-18	3.15717001559427e-18	0	2.14227174662304e-18	9.04674998365192e-19	0.00833398592313653	0.00135385183911233	0	6.86428156696801e-18	0	0
