Mixture	HCC001	HCC002	HCC003	HCC004	HCC005	HCC006	HCC007	HCC008	HCC009	HCC010	HCC011	HCC012	HCC013	HCC014	HCC015	HCC016	HCC017	HCC018	HCC019	HCC020	HCC021	HCC022	HCC023	HCC024	HCC025	HCC026	HCC027	HCC028	HCC029	HCC030	HCC031	HCC032	HCC033	HCC034	HCC035	HCC036	HCC037	HCC038	HCC039	HCC040	HCC041	HCC042	HCC043	HCC044	HCC045	HCC046	HCC047	HCC048	HCC049	HCC050	HCC051	HCC052	HCC053	HCC054	HCC055	HCC056	HCC057	HCC058	HCC059	HCC060	HCC061	HCC062	HCC063	HCC064	HCC065	HCC066	HCC067	HCC068	HCC069	HCC070	HCC071	HCC072	HCC073	HCC074	HCC075	HCC076	HCC077	HCC078	HCC079	HCC080	HCC081	HCC082	HCC083	HCC084	HCC085	HCC086	HCC087	HCC088	HCC089	HCC090	HCC091	HCC092	HCC093	HCC094	HCC095	HCC096	HCC097	HCC098	HCC099	HCC100	HCC101	HCC102	HCC103	HCC104	HCC105	HCC106	HCC107	HCC108	HCC109	HCC110	HCC111	HCC112
CD8_naive_T_cells	0.028818061125886	0.00925174172863606	0.00570137439542091	0.00177396211464455	4.65997287231734e-19	0.01747613954325	4.39824734748905e-20	0	0.00917347700970614	0.00438630835750279	0.0130194116476843	0.0136531349601503	0.00789361392241848	0.0401499085458041	0.00600602254696842	0.0032861060312204	0.000496855273067765	0.0176140743224914	2.35914314012993e-19	0.0112691708973992	0.00641701020507656	0	3.78118836958389e-19	0	3.01483624755909e-19	0.000128419012808675	0.00531764926142447	8.47579093418886e-19	0.00237383645526747	0.00381908485432036	0.00258136542268473	0.0128792030770356	0.016449463675941	0.000720045173811511	0.0191505984471529	0.00343044819956287	0.0060400443005264	0.00680745588953843	0.0117526890757317	0	0	6.06567423339561e-19	0	0.00690087267036373	0.0140707252699541	0	0.000885836461909837	0.00408378377150446	0.00890025165118704	0.00620427395405382	0.0209109744092571	0.0090663179791165	0.00626833540125466	0.00397930452418241	0.0074379802558065	0	0.00534063770095596	0.0197585392905903	0.000329830448046939	0.0170151533337887	0.00284972920778624	0.00534671073053511	7.17896612903363e-18	0	0.00323182381065291	0.0153369481747057	0.00702119056130097	1.59303733604792e-18	0	0.009760788738152	2.28977360949942e-19	0.00499393326716922	0.00454202004671125	0.0117107203137392	0.00585282151406127	0.0104229850431982	0.0069406690662555	0	0.00145060692724517	1.53895756156619e-19	0.0148841295014004	0.00370231952064058	0.00344369866121577	1.10067637768732e-18	1.62624424205883e-20	0	0	0	0.00306987127627478	8.71793010211772e-20	0	0.0130860588662315	2.53215428064861e-19	0.0107863248238324	0.00690485302277293	0.0312125972079642	0.0124964581534906	0.00455122695369535	5.06805497198411e-18	0	0	0	4.08321264057162e-18	0.012172890907072	0.0109289383514902	7.34375578833317e-21	0.00470689021409736	3.20306947188427e-05	0.0143133089801981	0.00752292746287803	0.0126109813472493	0.0304763805957322
CD8_T_cells	0.110100935371322	0.0776382459011587	0.00281280673004916	0.0333126518088729	0.00358845174366926	0.119238434531012	0.0105902306932416	4.57350941928746e-18	0.022007008244961	0.000621224649141309	0.0720592323819537	0.0733167080109609	0.00386263646928845	0.160950988890988	0.037913061211907	0.0249341072092253	0.00878309517177177	0.0935977125004838	0	0.0102130569572674	6.6723835418398e-19	5.44435223363609e-18	0	0.0260501953885252	2.38663714437568e-18	0.0653241063267084	0.0225100441639464	3.02421010335307e-19	0.0240403753955737	0.0131961874278673	0	0.0299154201993136	0.136402995341333	0.0385758237078549	0.0939726761955938	0.00251825594894337	0.0852158505764362	0.101927360656639	0.0530766337244866	0	0	8.66959169651071e-20	4.64915741934928e-18	0.0690737229038081	0.0987723030918203	1.32240057125265e-19	0	2.99348255089527e-18	0.00545206019790834	0.0276179906528679	0.0400153919252766	0.0379387995367747	0.0672220222315242	0	0.0434592295634316	4.8882508467151e-18	0	0.0682461366454383	0.0430429679006728	0.0917434141296396	0.0419410454200522	0.0739404705752584	7.15307531702672e-18	1.91263051945117e-18	0.0512039615046028	0.00886841358661417	0.0663826468341245	2.99742798142763e-18	2.87489889617944e-18	0.0351605713952428	0.00375725025335273	0.00724669714065017	0.00176932113300533	0.0732230753652795	0.0509319174410315	0.0662228491502534	0.0563751746830506	0	0	2.56879329622567e-18	0.0651315854432362	0.029913609981079	0.0393264453520479	0	0.0184397581525178	0.0386577222789714	0	0	0.0692334649906807	0.00213369382983369	0.020433555613434	0.0499070074364103	0	0.00718356973313836	0.0307039308827662	0.115500501941587	0.077176911777886	0.000568947141621947	1.53057187656937e-17	0.00263688690970443	0.00179110569556617	9.50545510274861e-18	0	0.0730108219801427	0.026415272762922	0.0336474877044168	0.0149042205986447	0	0.0390325475061547	0.0409548034880936	0.041560849755644	0.119094774873209
CD8_Tcm	0.0762365314871808	0.0136145285650756	0.00709676575117307	0.0362482732458634	0	0.068725483114026	8.21738087680665e-18	2.62609580789629e-20	0.0274741268342984	2.95321298281569e-20	0.0346717311941156	0.0480220786205395	0.0061901883805233	0.096895260001551	0.017107824601115	0.0118912924101114	0.00290286485664336	0.0355731410892075	2.39378678480433e-19	0.0154526019619628	0.000598706013413261	2.28438575666847e-18	0.00792905318710952	0.0325251803137629	0	0.0416189821479208	0.0101310888915184	0	0.024746010332902	0.00132771519353444	2.53127159059253e-18	0.0123282736225445	0.107640463643234	0.0220574470143828	0.0579170937565201	0	0.0615420270450649	0.075241862226706	0.0664049955132553	5.11542069141387e-18	5.65117568454156e-18	0.00766312965505408	1.89587291571965e-18	0.0472715671825773	0.046320130798793	0.036898956210079	3.07963427546183e-19	0	0.0178027828639396	0.00557804295222124	0.0210105375605422	0.0408267552507238	0.0744802062978683	0.0231772716231373	0.0426624967887839	1.05278183139483e-17	4.71160699798552e-19	0.044525715555946	0.0227015812725762	0.0704106804622342	0.0192054940202664	0.0523826506526688	1.84938523508112e-17	0	0.0253805981690804	0.00706093755956512	0.0355156968174812	0.00642305895079213	2.63665481474851e-18	0.0411899271227796	0.0309163110301038	0.0147429041749869	0.0187218063497764	0.0367940952750478	0.0100689154980733	0.0686068003628528	0.0537801503743647	6.36699382419852e-19	0.020666318262478	3.92972415009191e-18	0.0702699285718765	0.0087835792935136	0.0294812295978344	6.45639974007743e-18	0	0.0152464203834443	2.26580156778558e-17	8.56895330925419e-18	0.0532766783725226	1.04694279447741e-19	0.0309024954042948	0.0216900171143422	0	0.0156210061516869	0.0470113670798125	0.076527275618455	0.0606759387547045	1.09018833453301e-20	4.74476958783735e-18	0.0214568784516399	0.00991489062553248	1.31278886831779e-17	0	0.0406847091323838	0.0234863112967719	0.0144506525540898	0.00759973874438929	0	0.0171934649178121	0.0475773005597561	0.0251968512886316	0.064554668191312
CD8_Tem	0.00254162044843761	0	0.0279996386948105	0.025250437660896	1.72678063996264e-18	0.0454598555156747	0.0173056821818096	0	0.0323171098699026	0.00188559073330684	0.0480815238970071	0.040262888447031	0.0181155969011064	0.0262469683340704	0.0293855530165004	0.0458729445244377	0	1.39281954975759e-19	1.27030705919843e-17	0.00490509216827903	0.00277558305618535	0	5.49931429136876e-18	0.0236371311279409	0	0.022186767414597	0	0	0	0	0.0138378989379958	0.019577913298474	0.0147637073890185	0.0157281879000066	0.0138585160869553	0.0155795980606409	0.030350511172992	0.0314114990155256	0.0253677556826781	0	0	2.94090341152846e-20	0	0.0555298371192365	0.0123322011266421	0.0116026299807273	0.0167689315331077	0.00519238195505905	0.0134813794498781	0.0199223829935893	0.0124178788678592	0.0371902999308604	0.0313810749900628	0.012709544863059	0.0238252732353456	0	0.0155663787781621	0.0172531054738388	0.0147347060443577	0.0328478137696098	0.0129851122324305	0.0286516587982344	1.88976034231047e-17	0	0.0237629754767751	0.0133261600446309	0.0373239791006133	0	2.82847509211637e-17	0.00555275613071794	0.0172399684284075	0.00492955670761635	0.00487008673877493	0.0389530190649849	0.004683069404988	0.0170205196071995	0.00441401785758063	0	0	0	0	0.0088883838866657	0.0304924352970431	0	2.24450486286573e-18	0.0279398758932485	0	4.18747852559022e-18	0.00401091572661906	0	0.0098755485223997	0.0261612769432104	1.44305461321444e-17	6.13383684676936e-20	0.0140792548309395	0.00172524504264786	0.0314248549566244	0.0207696663578971	0	0.00536168995205055	0	2.49299708591781e-18	0	0.0134097113825273	0.0420796607565034	0	0.031630573966931	9.96209379198718e-19	0.0154298385841692	0.00645316350839876	0.000955682021735244	0.0413953347068728
cDC	4.60622454064156e-19	0.00856259349271207	0.017034500968633	0.0292270690898015	0.0193514836244234	0.0136155027038106	0.0934877182975342	3.49525118877561e-17	0.00110700502962787	0.0923753305152935	0.0165683917462747	0.0316207603003751	0.00121385446329008	7.40597550311029e-18	0.11456770419491	0.0767026007682448	0.00312683111576829	0	0.0209496594623843	0.123049861571493	0.0107014552476317	0.0258833797111003	0.0481795296519347	0.107406998008781	0.0252832841424461	0.0198391881536841	0.0295060143456556	0.0188548561447088	0.0540742507925564	0.032375752266354	0	0.0568762644978824	0.0267199634363021	0.0805724375743889	0.0660902895668321	2.07191594501467e-18	0.0215571761861149	0.0238360178290423	0.0304214022971803	0.012473390277258	2.37066636766027e-18	0.0843875562565949	3.07566400067028e-18	0.0190325176042731	0.0252853347152952	0.0514313831539303	0.00688462600384016	0.00394204302872093	0.0367899262490865	0.0659291036817541	0.00386770533773543	0.00572635948624488	0.0385300562823442	0.0387061099842328	0.0987572363406582	0.0119007108914602	0.0704577467013912	0.0313893966622658	7.62359470487189e-19	0.0460139766768256	0.0153009530966672	0.0187119547887694	4.38114518695053e-18	0.00634350135472526	0.0468393958170738	0.0305382035627102	0.0801602694591391	0.0341206231018399	0.0232640841182093	0.077015864027787	0.0225319821210157	0.0674047422021598	0.0120561281995615	0.0162272790088361	0.0374475239057924	0.0698554464140622	0.0260603061583111	1.76749399965587e-17	0.0393002399733101	0.0169407989187691	2.89849924300913e-18	0.0711242607128046	0.0410487779555182	4.38572241279524e-18	7.12429649645055e-18	0.0105260596370778	0	0.0323466095734874	0.0245004410609746	0.0357911033773213	0.0586091745293792	0.0414642055480787	0.0145874326044629	0.0559510819718419	0.0633093189271319	0.0506850323470104	0.025153521790412	0.0378417342706478	2.4537407919425e-18	0.0143043769381786	0.0449833731865947	2.07533796863425e-18	0	3.55215800027265e-18	0.0774538463281541	0.0958656005058769	0.0367197484658279	0	0.0726682654626193	0.0525644390968691	0.0521781838830279	0.0567523043007706
Chondrocytes	0	0	7.52970265656462e-18	8.18313869438356e-18	0	0	0	0	2.31436255194734e-18	0	0	0	1.46013081460577e-18	0	0.00546701709539143	1.01784487002139e-18	0	8.06081639449077e-20	0	8.89731155669855e-18	0	1.42850535849692e-17	0.00224900823543824	0	9.87885864245627e-20	0	0	0	3.08314935109009e-19	3.24382368437374e-18	9.54067780328232e-19	0	8.90137421226783e-20	0	0	0	0	0	8.10130674530374e-18	0	4.90428195274826e-20	0	0	0	4.44259870068518e-19	6.73252972392323e-18	0	0	0	0	5.39927325929987e-19	0	0	0	2.89540188535304e-18	1.25147673279821e-19	1.21449087830939e-17	5.61623967242986e-19	6.82435373935586e-18	1.43175874036065e-18	6.95420621951153e-19	6.80456700123663e-19	7.94452479984651e-20	2.75814403540522e-18	2.58873403534445e-19	0	0	0	1.89987623808436e-19	0	0	5.84386748050119e-20	4.8228228043934e-18	0	0	0	0	3.26466604841716e-18	0	1.20959698870932e-18	1.32401592204384e-18	4.00748427157384e-19	9.81117623033163e-19	3.20339493615036e-19	0	4.20944560015796e-18	0	5.5208147361737e-18	0	1.11993278226989e-17	0	0	0	0	0	3.19019521040682e-18	0	0	0	1.94384342148426e-19	0	0	2.87812389699933e-18	0	9.09714036432388e-19	0	2.01418430476327e-18	0	0	3.43017856951527e-18	8.23007072379574e-18	0
Class_switched_memory_B_cells	0	0.0135212459295795	0.00386589868059432	0.0985926759325114	0.0584055087380211	0.0864350473689221	0.0367883528656524	0.0763645230654447	0.091047226878379	0.088015906365729	0.0904677076191093	0.0742752892350885	0.0219689524492558	0.0103119685016101	0.00791797646638279	0.0635903978364098	0.0951840523269184	0.00529943033766659	0.062497687267909	0.0523176389187526	0.0855621018897931	0.0373900919411237	0.0427223307556975	0.0366025088808428	0.0117226369362169	0.0920908603145101	0.0571265700391277	0.0874579655035456	0.0507037988514981	0.0565946777161476	0.0439372430290795	0.0706541920912154	0.0570566354110929	0.0589633023184599	0.0298420104281696	0.00662749529916889	0.0684294973493153	0.0143737317008595	0.068909680969293	0.109571262678645	0.0897102017148013	0.0459708428929208	0.0566857902190506	0.0672657622119153	0.0402903845115682	0.0895090027702019	0.0296248282071755	0.0645449643198081	0.0642288585854381	0.0741773195162176	0.0784386787394848	0.0625997692418718	0.0626899508636458	0.0310631084811755	0.0761132619073086	0.0528137244029479	0.0995254956543577	0.0459230714522526	0.0459719743964575	0.103270915367934	0.0576315374162213	0.064934215000619	8.09459686354555e-05	0.0618050993784432	0.0442139530951855	0.0561665214196938	0.0464108143337136	0.0967551254601517	0.0202474327747296	0.0502608330191922	0.0967333824385955	0.0704245449738913	0.0711552976526329	0.0560343007539782	0.0421828782012037	0.0399354159955049	0.0376575550756562	6.15079174856724e-05	0.0115393690115796	0.00429951584961961	0.0170153332975317	0.0797494237169046	0.0395280727308066	0	0.0287662380413841	0.101855267652282	8.02462860825244e-19	0.0314517681614398	0.0547880951825564	0.0446437937965793	0.0654651153611416	0.0644255156152542	0.0210610770886923	0.0560796453098946	0.058321835783759	0	0.0395211291727794	0.0783078751617138	0	0.0449959709429848	0.0643581938292338	5.68715427900685e-18	0.110503230377549	0.0280062988663815	0.0433329641863038	0	0.116178460124227	0.0344945977455989	0.109076817442164	0.0673831246350835	0.0948714790538331	0.0701240744434832
CLP	0.00258875672409285	1.56724169615482e-20	0.0228498449675395	0.0278412775634259	0.00711030838902676	0.0191231701170183	0.00531911923379714	0.00235960805451692	0.0182103828972949	0.011215696612934	0.0140850713796873	0.034455847069307	0.0115161851760794	2.260412455341e-19	0.00711372313399438	0.0387382265370049	0.02243586838182	0	0.00554838332141882	0.0287412862511596	0.0186489645968368	0.00496913735682551	4.27553359628848e-18	0.0103892463117016	1.9179591168595e-19	0.00899253151527311	0.00772642539906592	0.000766166617510924	0.00143052458519825	0.0170752892133188	0	0.00606366194470934	0.0158843762655313	0.0319150926261802	0.0184207842968123	0.00786376609925416	0.0323108111913443	0.0115375105800505	0.0135414634607546	0.00844753700833108	0.00101536128864296	0.00685705116476068	0	0.0178034820466577	0.00450807381482898	0.000576110677127933	0.0184727161153909	0.0333854139742369	0.0172944869268891	0.0174973973246868	0.0203481379593249	0.0295860470465873	0.0124553875773919	0.000497447303696604	0.0157706650418784	0.00944246297987516	8.33941123586597e-19	0.00450918952640387	0	0.0265815309503943	1.62252660843394e-05	0.00356995341706751	1.33398540770837e-19	0.00538993244224995	0.00162615346684691	0.0219268261687733	0.0264769431881802	0.00498807530172008	1.41831928415924e-18	0.00292711484675251	0.00461949796196956	0.0219667158886715	0.00769308868189907	0.00280770909560327	0.0117057714283335	0.020588336196042	0.00879159742454077	8.04837112493277e-20	0.015804548752601	2.48220635786428e-18	1.16801476466377e-19	0.00930920789573732	0.00792819825108532	0	3.8337253473792e-20	0.0067081699677761	0	0.00607861693199099	0.0127454323202546	0.00304132631970927	0.0119505901265336	0.017394059965702	0.0140179077989487	0.0159301980951124	0.00878800567277327	0	0.0149189156183143	0.0245880722863642	0	0.0105454297428874	0.0127846300547006	0.00609505668670723	0.00905161079040815	0.00592577601805629	0.0199622978720453	0.00764404924911666	0.0244479812807337	0.00652715271249012	0.0302474890183789	0.0295824995956254	0.0251946262136987	0.0325384707866678
CMP	0.000451613798809551	0.0205862073970132	1.08283425462048e-18	0	0.00974790510301732	0	1.3767265698558e-18	0.0331461029556139	0	8.86326626351639e-19	0	0.00459642028542221	0.0309497864136704	0	0.00655492676571374	0	0	0.059765620386668	1.32842824149017e-20	8.97881459122934e-19	2.34264925415839e-19	5.68266817356653e-19	5.01879377126191e-21	0	0.0304417799028098	5.09017864236955e-21	0	1.34174234859431e-20	0.0105074567578303	0.00964388553814889	3.02368940017689e-19	0.00274108221811534	3.33945637209439e-20	5.09509099797124e-19	4.18588645497669e-19	0.0146560228095159	0.00133555143110214	0	7.62823055158592e-21	0.0144950133264006	2.58677425554913e-18	1.66762456416074e-18	3.21987527748454e-19	0	0.00818737496009113	0	0.000355153604355994	0	1.77318135851069e-19	3.65744857765601e-23	0.0211870721572491	0	0	0.00909160675138447	3.47312217862551e-20	0	0.0032981306805007	0.0171124901935296	0.00367371825552965	0	2.09524725081874e-19	0.00374755298435143	0.0430159432127087	0.0100905412010532	0.0101912998957854	0.0375044801685483	0.00172945339669356	0.00133725088805938	0.0272366811697828	0.012336251444688	2.47159473262678e-19	0.00151733887178552	2.06812177420042e-18	0.00260995508669281	0.001315813923969	5.72291700297805e-19	0	0.00234552963181322	7.70433409779699e-20	0.0564984227997124	0.0123706310346783	4.60173425748169e-19	0.0149127563414523	0.0123907834884482	0.0358457435753092	4.50777740852939e-18	0	0.0163512390055124	4.91654167229539e-19	0.00906412020383445	5.11602801591183e-19	0	0.0043950541729479	0.00229122396786425	0.0114509562997927	0.0140066626383192	5.24439129990434e-19	0.0362700380731587	0	0.0272067035902616	1.60294973235016e-19	0.000687429593885373	0.032232338482737	0.00852135190377351	0	0.0056632542954447	2.77892228568821e-19	0.000658902646661831	0	2.32200398798357e-18	9.38146488422529e-20	0
DC	8.00669422080333e-19	1.27448289019603e-18	0	0	3.69371205970846e-19	7.2177898701346e-20	3.68121398739457e-19	0	0	3.26102851445331e-20	0	3.08617092748628e-19	0.0013292293982846	5.30733241307346e-19	2.64093059604658e-20	3.81963568985728e-20	1.01461725732829e-19	0	0	0.0108675708803997	0	8.70224947367034e-20	0	0.000986088328724228	6.26952538980937e-19	1.2774124111446e-19	1.46184746053466e-20	0	1.21019595565304e-19	0	4.19538854241974e-19	0	0	0.00528459986116832	0.00332434617973786	7.9817972365103e-20	0.00348403611551114	0.000949049997057964	1.12853416451331e-18	0	0	0.0102136954786243	1.34017110173582e-19	0	4.01257166895527e-21	0	0	1.4826624115122e-19	0.00189589965575829	4.94306459562601e-06	2.80409976162964e-19	2.30535292047953e-20	0	1.8913028055248e-19	0	0	0.00118833893837557	0	0	0	0	0.00348136682987646	0	2.98463376258596e-20	2.97246507584577e-19	0	0	0	0	0.00257339643855131	0.00391077282497837	0	1.77800204985267e-19	0	4.53679625276692e-19	0.00972917316189739	2.30663626221578e-21	0	2.71678760900812e-18	0	0	0	0.00262452109509569	4.92210081471083e-18	1.7984399222461e-19	1.30028878532749e-20	0	2.10458731278259e-19	0	0.000595237666101511	1.54645534048794e-19	1.62627717505534e-19	1.45493494700615e-18	0.00289015657498383	0	5.89561628370425e-05	7.64359662926374e-20	2.86130558975788e-20	5.08265895155063e-18	8.39345965875917e-21	0	0	2.11191342391094e-18	1.13533480279673e-19	0.00451611226131006	6.93220199115896e-19	0.00090017799059301	9.85564102838868e-19	4.19559227210603e-20	0	0	0.000976407840802497
Endothelial_cells	0	0.0034204767937592	0.0152329530287571	0.00908780803742566	0.0144042145706392	0.0105857963188993	0.024764122270305	0.0377256418975925	0.027379209305913	0.0319329054883001	0.0280310482541944	0.0151780889010479	2.02523707694424e-22	0	0.00532123723672825	0.0153048969038592	0.0143333292008088	0.00849802036778794	0.0104960005148584	3.410737780404e-19	0.0309117917575007	0.0259252705245468	0.0153812784312879	0.0180204115391482	0.0169219835214207	0.0157026828639354	0.00944235774686182	0.0029698813814553	0.0348937414984346	0.0226401928451452	0.0207117319613764	0.00688804840383834	7.61207016995745e-19	0.0241888816335236	0.00024109940943298	0.00108976448344031	0.0113123283564649	0.0154994040258651	0.0309312912553436	0.0112812920145501	0.0192101782705623	0.0294236691460975	0.0305831627924999	0	0.0224115880213579	0.0415027532077886	0.03205636490534	0.0568371151576364	0.0213704315333353	0.00915919057582571	0.024010228570855	0.0336728810930058	0.010761261000014	0.0267014717390461	0.0160925503162935	0.0306259829863333	0.0166561956358646	0.0186073138469459	0.0167852178360539	0.000926297374036462	0.0205850273936747	0.0123869267778342	0.0200370734426388	0.0247166751358452	0.0350481263293228	0.00436206388033396	0.00666088694711852	0.0077375237809741	0.0126171467290721	0.00646428018734801	0.036563272784602	0.0126571055759917	0.0238493369486501	0.00608955942325304	0.0231169411003254	0.0292752403682021	0.0403227800198702	0.0136770181364038	0.00405103808667973	0.0255751543477784	7.56075691750632e-19	0.0173365216623567	0.0186550839118792	0.00271923061049883	0.0267756682330911	0.0340000789983389	0.0054756720892292	0.0179338941663746	0.017382032777322	0.00972490844376282	0.0294119365226551	0.0354717172013356	0.0224581170777117	0.0152780968600825	0.0120184323454933	2.88427308839488e-19	0.0259725407127306	0.0101434308410973	0.0141868259090347	0.0360528492564353	0.0238153808106042	0.049863563058834	0.036001913914028	0.00707807671795288	0.0199009538856647	0.00747378800412113	0.0388048572755045	0.0148745327703104	0.000199270597182518	0.00532879543908902	0.00591020033744223	0.0112205031476068
Eosinophils	0	0.0252408019428327	0	7.31955006867261e-19	0.00124185838737395	0	0	0	1.69498744035419e-18	0	0	0.00153466643463213	0.00737482704455208	0	4.63334700535394e-19	0	0.000291925506174591	0.0418112199001864	3.13935247299296e-18	1.56602701423907e-18	1.71444392238039e-18	3.00059575874312e-18	0	0.0051392980393057	0.018414183583338	2.6610945518897e-18	3.74015153335845e-19	1.04899618184594e-18	0	2.2854606471748e-18	1.05096536904149e-18	0	8.1301030433005e-19	2.51895052390409e-19	0.0167630473148305	0	0.000474475832273101	0	7.40523707317388e-19	5.77172211008903e-18	0	0.0381441975188288	1.3443695830383e-17	0	9.86586015947371e-19	0	0	0	0	0	0.0140634976166837	0.00336960385376224	0	0	0	0	0.0152744410381958	0.000737710353349847	5.07387208592252e-18	0.010455733024123	0.0020894230935828	0.00693622448451893	1.01454476705028e-18	0	3.23999810567338e-19	0.00601208569280087	0	0	0.00710093998539564	0.000438222901628191	6.99922573011204e-19	0.00168769306980157	2.80059437148688e-20	2.76292697462046e-20	0	1.19238775371326e-18	3.2087653079981e-18	1.97090012188644e-17	2.61643333583664e-18	0.00835971904067097	0.0136373717348724	8.41114651716736e-19	0.0482670419680491	8.18509270521447e-18	1.79224667313865e-18	4.68353705438946e-18	0	3.53005657616029e-20	1.71536589498777e-18	0	0	0.00132336547441496	0.00214184984512941	1.5172915412895e-18	0.021278834313369	0.023823046320873	0	0.00142030697940152	0	0.0284844419847454	0	0	2.02917184436244e-18	1.34108510082769e-18	0.00565212991966544	0	5.48973631706183e-19	0	0	0.00292102630990291	0	2.4712124867909e-19
Epithelial_cells	0.00647234880990532	0.00545612127791608	0.163143624266754	0	0.00120591778417779	0.00100279113199852	0.00373673146867622	0.0392638892737131	0.000597965776957368	4.43036829953387e-19	0.00167578565035703	2.09359991447065e-20	0.00225426437556937	0.00324375153813011	0	1.11775260849292e-18	0.002395383282669	0.0119334276866837	0.00429844637525461	0	0.00664957466319919	0.000474380475656668	0.000461373989997804	0.00547895480374911	0.0145640628527804	0.000336227055705885	0.00369195831047382	0.00853107833078141	0.000439015553353634	0.00241410864297227	0.0033332619168182	0.00321762553704519	0	0.0025472242216935	0.00256824472807554	0.00863666372218204	0.000448506250425724	6.61618908006575e-05	2.8058703736445e-20	0.00564425793888078	0.00949579882823525	0.0039728884033327	0.013573417330417	0.000307453896498457	0.0107468337581971	5.27060879586643e-20	0.00246152359328517	0	0.000928194001970725	0.000953306305700577	0	0	0	0.00178222700682134	0.000993229406997609	0.000896872876839561	0.000275376094613174	0.000650838649325446	0.00244384227661585	0.00380558093049124	7.23685322962853e-05	0.00263989937595801	0.00356839828881504	0.00552171355269456	0.000171535359605506	0	8.08742014254641e-20	0.00255667139601929	0.0071288912137629	0	0.00300750457679088	0.000827534312836349	0.000597335497011803	0	0.0038435561613299	0	0	0.00547893159641337	0.000472896006155415	0.00884523497610202	0.0028276933375377	0.00356137202813855	0	0.00600296384612385	0.00670754896921944	0.00247492872864036	0.00876518378818896	0.040641852509393	6.01993273327432e-06	0.00414656668588785	6.38790112556548e-05	0.000295645717264297	0.00526525684319517	0.0135033566986566	0.00600321954662564	0.00362545940961184	0.00016275233211527	0.00848781045273904	0.03540049485219	0.00025510656388489	0.00538421567960087	0.0088024716283692	0.0369181663408059	0.00498239397343141	0	0.00948410092799814	0.000960076930464646	0.00523180949137072	1.98889048952647e-20	0.00115248175588472	0.00065319663067522	7.08126523882632e-21
Erythrocytes	0.00374486947713836	0.0152480180893445	0	0.0146045087725941	0.00425417815759664	0	0	0.00576628125220162	8.58136682200739e-20	1.01563098265546e-18	2.19371808742319e-19	0.0116759785236148	0.010262074593083	0.00451346523156863	0.000100578836642558	8.58583216965648e-19	0	0.00948684246710142	0.00289166293152928	3.93602148028821e-21	0.00342448323340813	5.07417309319345e-21	0.000844839802649688	0.000824557029479391	0	0	3.25646455976942e-20	0.00208062421301074	0.00157214141638872	0.0104714230161814	0	1.17358530552734e-20	4.24029335716368e-21	0	0.00135496115817398	0.0188154231246045	0.00558744494073193	0.00177555148200212	0.00984982127854497	0.0265474362511065	0	0	1.05121491483114e-19	0.00189541242759883	0.00247519958301234	0.00332410952720476	3.16377888009223e-21	0.00675011044865678	0	0.00313076807625973	0.00693127561105795	0	0.000185185785901801	0	0.00590243438101636	0	1.75838578515855e-19	0.00480930229765875	0.00447809828989625	0.00687870153833714	0	0.00732376883175653	0.00782074227606537	4.20569911691753e-20	0	0.0121075919420526	0.00849029004974331	2.54789137467658e-19	0.0190481052706261	0.00565254850765614	8.43474550245221e-19	0.0029355342646056	0	0	0.0182623410291878	7.82509191356508e-05	0.00135833957884181	0.0105975346400844	0.00181158610875432	0.0034260024208025	0.00775770192617232	1.08336558739124e-19	0.00244477945298867	0.00619070206376084	0.00988194755941833	2.12934819579001e-19	3.54551602387393e-05	0	0.00358672699784003	0	0.00364599464773744	0.00825543875640413	0	0	0.000804942422839891	0.00210493546726146	0.00505353233406966	0	0	5.78610778148076e-22	0.000363782438286393	0.000454196070924776	0.00294791939615706	0.00179638674434823	0	0	5.21822427433563e-20	8.48418419240717e-19	0	7.60932168881391e-05	0.00523926286255813	0
