Mixture	GSM4289946	GSM4289947	GSM4289948	GSM4289949	GSM4289950	GSM4289951	GSM4289952	GSM4289953	GSM4289954	GSM4289955	GSM4289956	GSM4289957	GSM4289958	GSM4289959	GSM4289960	GSM4289961	GSM4289962	GSM4289963	GSM4289964	GSM4289965	GSM4289966	GSM4289967	GSM4289968	GSM4289969	GSM4289970	GSM4289971	GSM4289972	GSM4289973	GSM4289974	GSM4289975	GSM4289976	GSM4289977	GSM4289978	GSM4289979	GSM4289980	GSM4289981	GSM4289982	GSM4289983	GSM4289984	GSM4289985	GSM4289986	GSM4289987	GSM4289988	GSM4289989	GSM4289990	GSM4289991	GSM4289992	GSM4289993	GSM4289994	GSM4289995	GSM4289996	GSM4289997	GSM4289998	GSM4289999	GSM4290000	GSM4290001	GSM4290002	GSM4290003	GSM4290004	GSM4290005	GSM4290006	GSM4290007	GSM4290008	GSM4290009	GSM4290010	GSM4290011	GSM4290012	GSM4290013	GSM4290014	GSM4290015	GSM4290016	GSM4290017	GSM4290018	GSM4290019	GSM4290020	GSM4290021	GSM4290022	GSM4290023	GSM4290024	GSM4290025	GSM4290026	GSM4290027	GSM4290028	GSM4290029	GSM4290030	GSM4290031	GSM4290032	GSM4290033	GSM4290034	GSM4290035	GSM4290036	GSM4290037	GSM4290038	GSM4290039	GSM4290040	GSM4290041
CD8_naive_T_cells	0	0.00313432141294323	0.00393159079008232	0.00639799109127609	2.54885168817737e-21	1.12408769368746e-20	0.00820200203592249	1.06543117658702e-18	0.0356847872722278	0	0.00361114272588529	0	0.0101283193139358	0.00433665783269548	0.00998084285647632	2.1985225208351e-19	0.0026849335939906	0.0121195487458667	0.00920213555057255	5.94243440777417e-20	0	0.000466002850562993	0.0185118265683928	0.00700187697161179	0.0156218720754264	3.06438151114903e-20	0	0.00212226723699823	0.0131670668403244	0	0.0271953855197253	0.0161831737126282	0.0145955481661143	0.0189308262291154	0.0152707416504285	0	0.0105355943051447	0	0.027140716747699	0.010683591460367	0.0159047597854524	0	0.0366396848277531	0.020500291834359	0.0255541914601334	0.0069873361495904	0.0156577749742097	0.0337159677977076	0.027058645200868	0.0076338548235899	0.0207994652376004	0.0184328351579437	0.00627247528011498	0.0139879486747496	0.0258118656129264	0.0133527403802383	0.0158970101806565	0	0.00923232735936897	0	0.0132083686860782	0.0171164351947524	0.0193607160420986	0.0293549879859155	0.023281720406752	0.0254613514506964	0.0091548063165911	0.0222145283094585	0.0249558487372329	0.0126741007401897	4.47842633549069e-19	0.0307498223652785	0	2.45735156246215e-20	0	0	0.0112290730139587	0.00264147606105403	0.00356930397609193	0.00977564645423315	0.0263498050712091	0.0277035990612073	0.0215486198838483	0.014391359286049	0.0172432681928781	0.0177638233722508	0.0148931999131387	0.0361209136210351	0.0301785266835118	0.0287080304444602	0.0262124409190242	0.0255485654674881	0.0274010539811135	0.0248538388847426	0.0229214593465684	0.0244688780953705
CD8_T_cells	0	2.48420331232573e-18	0	0	0	3.41712831238254e-18	0	0	0	1.97027914803161e-18	5.98838331517646e-19	5.2504423722152e-19	2.13815556913391e-19	0	0.00132162304632695	9.77891776785369e-19	1.53247077904782e-18	1.4387986139914e-18	0	4.3477180069229e-19	2.7722299446522e-18	0	0	0	0	0	0	9.40645811584186e-20	0	1.06800234611894e-18	0	7.23368789994514e-05	0	2.34312774209387e-18	0	0	0	3.12573024212911e-18	2.11416991596119e-18	3.01388166853994e-18	1.12746842592988e-18	0	1.45301838119799e-18	0.0139243371458583	0	0	0	7.31213078369207e-19	0	0	2.24042927446382e-18	9.31839525673726e-20	6.92271328874447e-19	1.36868834401322e-20	1.24975953230557e-18	0	0	1.60026891765346e-18	1.28432739788945e-18	2.95886401215868e-19	1.11402845179327e-18	1.02947473232815e-18	2.9220103531591e-18	0	0.00268740221153047	3.86203307403609e-18	3.09974763153866e-18	2.27875081924969e-18	2.93255070048772e-20	0	4.24263920846508e-18	7.16260060056068e-20	0	0	0	4.73853890760863e-18	0	1.78107649228261e-18	3.85936013264195e-18	2.76678230372242e-18	0.00436771658623457	1.97667820714199e-18	0	0	0	0	8.37091966207337e-19	6.78086758868243e-20	1.64442193482527e-18	2.22641182376926e-18	0	1.5273052847142e-18	0	7.75167074574675e-20	1.0429675623386e-19	0
CD8_Tcm	0.010927008438596	2.26612306061395e-21	0.002736646198628	7.1602420968899e-21	0	3.08930482703812e-18	0.0124305327137976	1.6416232322491e-18	0	6.94771053680651e-19	1.70762453531943e-18	0	4.30892801554957e-19	0.00168982627546294	0.00558387090863215	0.0017986934662828	0.00991208067087444	0	0.006742019958787	0	0.00759697296220205	2.31054994959919e-20	3.18138462693585e-18	0	0	5.13035198004817e-19	2.18790165151612e-19	0	2.45750795093381e-19	0	5.52215808645485e-19	0	0.0133768788894554	2.0470412335418e-18	0	2.9411164396675e-18	8.84996946735315e-19	1.84148231193247e-20	0	6.53967354086169e-19	3.93947408713657e-20	3.77414042955991e-18	0	0.0131209943134646	0.00234617596445585	0.0248180625083518	0	0	0.00388825229475072	2.55880344480507e-19	1.57303831246722e-19	7.27251000973223e-18	0.0129741833998123	0.0208173631231238	0.00340772062614987	4.32705670603572e-19	2.02528061777134e-18	0.034489616230877	6.1712587009201e-18	0	1.16204288369098e-18	3.17392700052937e-19	1.04696117344584e-17	1.16993398159755e-17	0	7.31765815307597e-20	7.80692493603171e-18	1.69228502441989e-18	8.0562371788787e-18	5.02468786248554e-18	0.0142821510609322	0.00253931122410515	0.0218054481232284	0	0	3.94053414342828e-19	0	0	6.53680252134811e-18	2.01033699268889e-18	0	1.65297903352788e-18	0	0	4.95276139316759e-19	0	0	1.42188661712443e-18	1.42416208383283e-18	0	0.000568172687958131	0.000537387382381112	0	0.000552779234298663	0.000361384920968976	0.00220817969235986
CD8_Tem	4.78499302276925e-18	0	1.06888056926426e-17	0	0	0	1.14307620372551e-17	1.33929418344692e-19	0	0	0	1.16962720981073e-18	1.03409242363607e-17	0	0	2.41168330377629e-18	6.22425029952426e-18	0	5.90111581868359e-19	4.57787183768968e-18	2.34243671681059e-18	0	0	0	0	9.8623090575015e-19	1.62296427632658e-19	0	0	7.7697085033563e-18	0	1.65802099163293e-18	0	4.78028822562002e-18	1.5700015161441e-17	0	0	0	0	0	8.63673892648746e-18	0	9.73435944482431e-18	1.59416545560579e-18	2.34945121302426e-17	0	9.95626805350973e-18	0	1.25191549754202e-17	4.31192415033237e-18	0	2.30404200980251e-18	0	0	0	5.23814514645049e-18	7.2612141158379e-18	0	9.28540891606023e-18	0	0	0	0	2.11995123898327e-18	3.48338887389291e-18	1.59967420596757e-17	0	6.75215878266915e-18	0	9.55364281573431e-19	4.4920438271232e-19	0	0	9.85065451178463e-18	6.66163493852756e-19	1.81647961903963e-18	3.27650164940443e-18	0	1.20577620040084e-18	2.30487109291931e-19	0	0	0	0	1.09611101992072e-18	0	2.95962285731331e-18	6.79544285082424e-18	0	2.17248992945691e-18	3.13290931331731e-18	2.87244016883411e-18	3.88527130350444e-18	1.52113885054934e-18	0	0
cDC	0.0488469503041404	0.0377185382122506	0.0647336162676752	0.0450258097651101	0.0364236225325205	0.0818513967279685	0.00544269807638506	0.0216857067031197	0.0329437953894025	0.0549317875856224	0.0638627565204555	0.0585196955952393	0.0506495249194036	0.0341363781207515	0.0301796576439823	0.0485658751666847	0.0933077919910271	0.0487236293637538	0.0334675744710017	0.0250513747545022	0.0914142833576904	0.0640571441742608	0.0409161966582115	0.0857752563269903	0.103847362284017	0.104763764829552	0.0476421108648773	0.119031270761048	0.10200388648799	0.0567532873766339	0.0259818087458739	0.0353399795786082	0.0545625803693856	0.0278311831750482	0.0551280029921651	0.0379997509614545	0.0236913619318352	0.0766101367533182	0.0794957779886675	0.0515972348842949	0.0090158598062338	0.114755896504324	0.0240608826805135	0.0812664193263642	0.0372262768598692	0.0357828867164869	0.0304312286485319	0.0391422017047884	0.0787403901353649	0.0421074119515177	0.0883167739405561	0.0375440380167286	0.0402823255593425	0.0138915489669109	0.0448847883377509	0.0871676900769974	0.0376030626093181	0.0749254250117681	0.062012188246813	0.0262577176453099	0.0496336499693559	0.0448657500176428	0.00929436982727508	0.0382237813416492	0.0292873735165334	0.0833816747576012	0.0392436301563736	0.0333194845984197	0.0528907039087509	0.0765724626724975	0.0284171300559186	0.0562964800928977	0.0719782946723139	0.0379164038599347	0.055998355698886	0.011747689101834	0.0698784977348708	0.0544364704611308	0.0333473326703054	0.0587628910330536	0.0258245967483227	0.0477034068071297	0.0445339791642419	0.07303829623351	0.0019275522034291	0.0026225717355833	0.00114090097219794	0.000841592782821828	0.00116202412269688	0.00098833981738366	0	7.54729757242643e-21	4.72425597884436e-05	0.00105782477554337	5.29138918380654e-20	0.00321947216073966
Chondrocytes	0.0046138885996757	0	2.85510627831148e-19	6.94128904233871e-18	0.00852969206976763	0.0227336830740445	0.041900997126265	0.0133035192074246	0.0118801621757764	0.0050974905436972	0.00249945138461199	0.0289699693770814	0.0142601345091476	0.0244972482416632	0.00708806193276177	0.0142510048812902	0.00490798238954254	0.018285626496766	0.00651259615695845	0.0151978568684108	0.0245878890401402	0.0197206454543644	0.0122918493152871	0.00803948787286049	0.0116178884548839	0.00132914284065562	0.0151187066240354	0.0123104172523949	7.21309476152627e-19	0.0177651748391113	1.72996626108668e-18	2.26656856783685e-18	0	0	0.0103930889432082	0.00661424096718652	0	2.99787337869313e-19	2.82466992858286e-19	0.0275961836782433	6.5372866373264e-19	0.0167698704087711	7.36592956473669e-18	0.0244571697937732	1.555377172536e-18	1.60743426344533e-19	1.30715381924272e-18	1.25867323976894e-18	0.0106811516234437	0	7.72112227492897e-19	0.0134212105199888	0.000800010620293316	0.00697456173597946	1.53720279105293e-18	0	2.31243492212993e-18	0.0106232063013457	1.34796593774991e-18	0.0259868850579605	0	2.26613057717975e-19	0	0	0.0129305683793359	3.04949250238714e-18	0	1.97825998569166e-18	0.00388384964238395	0	0.00241152716833829	2.34991895014195e-18	0.0264565080450177	0.0137811800269132	1.44066775405232e-20	3.22629963168159e-18	0.0226354209095427	0.0183834599878599	0	0.00548749770386848	8.38641152264244e-19	0	0.00146857588557763	0.00391446914562245	5.56237382510154e-18	1.14486427152458e-17	3.80838207899308e-18	0	6.41500152478885e-18	1.08651916408643e-17	0	0	0	0	0	0
Class_switched_memory_B_cells	0.0202667330718764	0.0175983131180485	0.0280886660698704	0.0150261410297615	0.0235644638773531	0.0171068138835241	0.018587859847498	0.0218012148036031	0.000585146180594121	0.0265594146684853	0.00525394646386852	0.0201386308653554	0.00899759240511855	0.0284131134587671	0.0275107014242227	0.000823913336763026	0.0140864010460916	0.00797299348384995	0.0187505548579609	0.0159834097294951	0.00858795121812952	0.0115751344594493	0.0127250193134831	0.00317688608280903	1.57295736234129e-19	0.0206964317661887	0.0133794023148869	0.0285854201533324	9.9804164229233e-05	0.0293923093575656	2.21143958796672e-18	0.0441925228693769	0.0123562877148856	0.0348195700097551	0.00464328210609835	0.0290882497723697	0.00867851879208097	0.0291188176467826	0.0226082883260095	0.00719781047044465	0.0147740302568485	0.00865824405940557	0.0223144993856383	0.0332766406633852	0.0121596656604216	0	0.0156398348993605	0.0435117848747242	0	0.026538391386057	0.00734024446450447	0.00934112970285355	0.0297423500666226	0.0376716516669481	0.0229343506196882	0.00657243397548767	0	0.0445328406605817	0.00873240085382088	0.0113928513191975	0.00892356701205276	0.01251398972422	0.000686708296764988	0.017562304396464	0.0130681600247332	0.00474663999362825	0.00982076400762102	0.0185176230548133	0.00638709886714989	0	0.0255674259710679	0.0499913719137784	0.0470298959059774	0.00664186453949285	0.0278778738619867	0.014418407754891	0.0107852465886318	0	0.00361928042797018	0.0258033729666987	0.0099053278897569	0.00797888992668097	0.0168257717105221	0.0143050239743524	0	0.00223189285534724	0	0.00381965878491922	0.00321552093602338	0.00486256366326784	0.00487175368525142	0.00100569600459704	0.0046778957594668	0.0065878847028465	0.00236169140086972	0.00240777875040456
CLP	1.43470203180404e-19	0.0325632768214397	0.00690783282337275	0.00926365704437096	0.0281328310631414	0.0165412003951977	0.0112381605041711	0.035723921813536	0.0385098405057417	0	0.0243079259707622	0	0.00977266249103478	0.00205737864327172	0.0058686592178654	0.0503723677372367	0.0122071698981403	0.0985770760077847	0.012453995635792	0.0132325186246282	0.00874008711285362	0.0448595919172097	0.0457203110736774	0.00037501025740244	0.0353224111338485	0.00029672054563406	0.050375758226318	0.00248643198560577	0.0355185033947237	0.00436939962084911	0.151032869996781	0.137704966646419	0.0258821632755482	0.157186680482408	0.0644905891859846	0.00095690881241206	0.0248691950074002	0.029901126603451	0.0487482617840529	0.0505903658409764	0.0620541443931939	0.0482861097210586	0.130967740559663	0.0104317098574673	0.0894438294401209	3.13805850175632e-23	0.0973233869757288	0.120459584725557	0.0583145612067531	0.0950502422228837	0.0748694216639768	0.0705794930823064	0.0119402097097495	0.0528823645764405	0.0978498473379705	0.158945722689034	0.157960995163481	0.0227838057379408	0.0531956061903118	0.0109369798986608	0.110663485579744	0.0707336877942528	0.124255567086915	0.0912215604453599	0.0712153369096554	0.119233885877969	0.107731066096892	0.11328642530253	0.102156627578772	0.0925058200222446	0.0245273408686759	0.0496493802186246	0	0.00206032033780893	0.0135144229082611	1.33615998636522e-18	0.0300244214682292	0.00644382184714782	0.0683120913508515	0.0704523395957735	0.0901742456882208	0.0763541101541348	0.0778656205128992	0.0507235749128295	0.10683255930426	0.118071698593587	0.114448513054924	0.140680342060419	0.138360178130315	0.166921854155008	0.142998247454061	0.153781892190915	0.160675234940512	0.157437166831127	0.163341001736635	0.161402884758559
CMP	0.0114907462976008	0.0372306461857053	0.0166763166905195	0.0141816735272393	0.0173750641094142	0.0208641040432978	0.00865112090165583	0.0225905997526116	0.016700301339759	0.0159395497623766	0.00995905699237444	0.00226999391411967	0.0220684288357	0.00500559145510517	0.00808650147486535	0.0273527093060466	0.0143271880694013	0.0144678920299524	0.0416243371772794	0.0196523148578378	0.0363909378299933	0.0128059228172094	0.0191681996667989	0.0220328774775996	0.00365389953690362	0.018122066319649	0.0150908420056223	0.0121488144101864	0.00467069135938848	0.0111463929317934	0	0	0.0239204485613724	9.05224773318815e-20	0.0204662055011272	0.00811471803029999	0.0270146543922449	0.00472270633807423	0.0241037597292918	0.0259809842451599	1.08487488605571e-19	0.028593370427743	1.71973453811127e-18	0.0108771588566646	1.75984430951107e-19	0.0057512981972845	0	1.51513636903785e-20	0.00427211497236439	0	0.00724418750577617	1.43946680110964e-20	0.00166452387767107	0.0131426854314177	0	5.56778087200416e-18	0	0.0113274821526148	0.00589924091396924	0	2.60592711631544e-18	0.00303408769746268	1.1958692511732e-22	0	0.0112458531074225	0.00152044743562555	6.0723511999559e-19	5.00557638573916e-20	0.00318160819972447	0.00275496871511083	0.0168514006807547	0.0163328613150047	0.0202093868515711	0.0245042345101281	0.0126539788503595	0.00627528626718527	0.00660418034339113	0.0280854905672897	0.00506607574208461	0.0024908059040378	0.0167813672451906	0.00199621523128679	0.00640885591302177	0.0108827260603319	4.35929575940192e-18	0	5.61277918438016e-18	0	1.99577165720607e-18	7.69757396614065e-18	7.32471203298453e-18	8.52954282072677e-18	7.33980951132942e-18	8.37763227374519e-18	8.73199932769037e-18	8.73039169185004e-18
DC	0.0206393028355871	0.0116064155408002	0.0139987907171983	0.0185483852736132	0.028470825236756	0.0159219428765226	0.00579585299285297	0.0215228402391899	0.00942844949045791	0.0188191424930367	0.021592780377293	0.0126676791345529	0.0215598772831351	0.00948119431703658	0.031537710372063	0.0205609978554157	0.0142625291848998	0.0142158881735867	0.011596723640991	0.00821845411899534	0.0290087136967594	0.0152838196826416	0.0108979671001567	0.0205386295505135	0.0207628113093082	0.0187227575811419	0.0160875946045678	0.0255872333315306	0.0282530901095243	0.0192590544500928	0.00448607532037112	0.0107330897026782	0.0195267985439617	0.00851513843049021	0.0135424777544597	0.00789937135170332	0.00858549143356435	0.0286030660859508	0.0241054444426945	0.0140600226916713	0.00602193257356972	0.0192580441292574	1.8271008472883e-21	0.0214499633678204	0.00642451479620335	0.0129775308600106	0.0113352617254669	0.00746505771448193	0.0131198036788732	0.0167563957509251	0.01480239479923	0.00701044349488903	0.0192246823894061	0.00978755592237628	0.0154093043441456	0.0174547454943949	0.0080544998047649	0.0254449085753867	0.011652739556756	0.0206147670391677	0.00415250479027295	0.00727845808585614	0.00993328400484	0.00441689612756963	0.0143303241280957	0.0110756082163207	0.00582050700004924	0.0043247349798815	0.0147703476464985	0.013809863981845	0.00950124951571922	0.0194579965959452	0.0206270048754978	0.0188300896901228	0.0244410400326539	0.0162939131382472	0.0118160174607196	0.0084914340642517	0.00701638509400343	0.0155860871934252	0.00783496146161119	0.00730373536316325	0.0135488134503086	0.0160919207862078	0	0	0	5.40809398169706e-19	0	7.32222525992813e-19	1.18005517808807e-18	0	8.28975196406799e-20	0	1.33167864166636e-18	1.08495831026416e-19
Endothelial_cells	0.00786612411596163	0.017989625854237	0.0107604585867399	0.0117964779027094	0.0131532249567352	0.00377596044668026	0.0133494537844549	0.0194029901960082	0.0130833570639038	0.0374388621027891	0.00713588858092252	0.00989969917987937	0.0166047122248335	0.00896255422506395	0.0215624632063428	0.00361294296885118	0.031638850012107	0.00428336065726365	0.0222339557556734	0.00865609824487251	0.0102198615701187	0.013887653159633	0.0146858485140236	0.0233873993275704	0.015551974521834	0.0223287641162811	0.0343615488290883	0.0132072166394231	0.00872508864543148	0.00755894089709661	0.0192007836361318	0.00025273803953809	0.0152035196627699	0.00769764037730316	0.0210143001995299	0.0292767124346266	0.0228662189927126	0.0217243883183859	0.0120300311366969	0.0274129761284834	0.0138312488069865	0.00811664677177774	0.00192889704317381	0.0182357156033399	0.00592963245317932	0.0183762681979018	0.00935684807732937	0.0164083963242457	0.0261274965170144	0.00945388882264975	0.0102138414647285	0.0229735604064203	0.00801588040629357	0.00195128061542288	0.01093848571894	0.00334096151022379	1.99176332543021e-19	0.0105854843191609	0.0167511952512126	0.0272881539096408	0.0172388724832207	0.0196458383847582	0.0108757708237412	0.0110780616766906	0.013416478262919	0	0.0116802564736682	0.0194753918577488	0.00892378300065788	0.0083550304302915	0.0128171526158497	0.0159969044141851	0.0280120066738098	0.0214411482114134	0.0283849841465743	0.0233278328416539	0.0122005739819836	0.0187777508066604	0.0123054108741076	0.0208851120240311	0.00544284415928663	0.0135113347167749	0.0138628401569406	0.0121879181954971	0	4.97876267105723e-18	0	8.41514640244857e-19	0	0	0	3.86470921238917e-19	1.99326782586816e-18	3.4268599423112e-18	7.2934533617415e-18	0
Eosinophils	0.0430690556405319	0.029358430515413	0.0249994613045715	0.0163697166005288	0.0291065897794626	0.0250658085974209	0.0392625545044795	0.0326760582806375	0.0330362923180435	0.0446123615025197	0.0410449027428316	0.0426401208562318	0.0336804333978912	0.0446888929953015	0.042834704385104	0.0470334604864274	0.0247183473013454	0.0366867708898445	0.016037204796434	0.00915821596589692	0.0189918250767282	0	0.032582858456836	0.00239905371244899	0.00743604384452422	0.0191506995465574	0.00644439313993243	0.0209614976958793	0.00918149508049973	0.0359014781530642	0.0377142681542721	0.0117040108645379	0.0391101190491253	0	0.00631617580629419	0.00573846487165617	0.0371518735420842	0.0458554562853747	0.017528674889199	0.0433127192883328	0.0151958252103363	0.0233579449126023	0.00396176487106833	0.00807482289112911	0	0.027481169593414	0.00496502867224852	0.0035694758775789	0.00642639175708805	0.00125238197067198	0.00493290108257251	0.0161395294355417	0.0508859916389635	0.0620171624515455	0.00254554474984874	0.0189324349603525	0.0112236127594671	0.0284765976033255	0.000491463086448282	0.0472787588324783	0	0.00736326062348601	0.0130839393659172	0.0289797152566458	0.0165060984307178	0.0201098747838789	3.13408984916264e-21	0.007671132238752	0.0119767557067569	0.0245963151967622	0.0320959463114009	0.0299005436635905	0.0480942824054232	0.0137396451365352	0.00966592170008591	0.0426446750569177	0.020296713574579	0.0270132690898559	0.0137355454710994	0.00539365859363343	0.0105355042193605	7.94984270430334e-19	0	5.68183194422866e-05	2.26371907724139e-18	0	0	2.64059057670102e-18	0	0	2.5159401076605e-18	0	4.69575037731292e-18	4.61881693037411e-19	0	0
Epithelial_cells	8.76780396168867e-20	3.95681745146305e-21	0	0.00673086381840788	0.00360330197064594	0	0.0088112369686655	0.00666251517893026	0.00143374134344368	1.392255071603e-20	0.0022920280187027	0.00458601373449306	0.0066242444774236	0	0.000368080218557504	0.00264169340886233	0	0.00434745340463673	4.31253045913909e-20	0	1.12799178225088e-19	1.15752282690742e-19	4.26743639220596e-05	0	6.39289170363917e-19	0.00268961669607699	4.67908450129748e-05	0.00388333981562578	4.54009367138558e-21	3.5665476835636e-21	0.0113172212824501	0.020403379766756	0.00296480521003044	0.00968252512175471	3.21294747428733e-20	0	0.00132352593606479	0.00118089974290885	0.00975622121821505	0.000118638207455487	0.0233109643287005	0.000586354980394996	0.0169602258011324	0.000258210676061176	0.0128927637766349	0.00314788891305966	0.0200417599166823	0.00517886688387638	2.2550393388547e-19	0.0210259564424839	0.0139946207568725	0.00170488635797606	0.00485149534241356	0.0164333037851083	0.00926081920018328	0.0136875843786688	0.0196103659965484	0.000743286938364957	0.0016175796708966	4.88071224416535e-05	0.0120237936669934	0.00887210849031926	0.0278477323469054	0.0173831302364684	0.00362899487574121	0.00720986681893716	0.0190027333324805	0.0310497486449922	0.010591251468581	0.0293133203537779	0	0.00318909255907274	1.12256639091006e-20	0	7.21055154659372e-19	0	0.00277438033239621	8.55705573583206e-19	0.0163569952757361	0.0018753973836133	1.00801442093363e-19	0.00364582414996786	0.01387366066081	0.00555880935213738	3.71597295058723e-20	8.28953319418582e-20	0	5.15649802653376e-19	0.000590145366207138	0	0.0716302727769958	0.0651273082301459	0.0660697084961841	0.0523246951822562	0.0519278551723403	0.0558477918018147
Erythrocytes	5.80453040134887e-05	0.0162022184964706	0.00240885579866747	0.00182178993329803	0.00203425488158358	0.0140678516823215	0.00203007587161556	0.0044754157575052	0.00304643644845031	0.00516236724077028	2.5516155731878e-19	5.17471830639884e-20	0.0038527606721457	0.00273962794036313	0.00417727353514749	0.0112360409338258	0	0.00914354465511285	0.00564801498730328	0.00824717367342534	0.00489922218734348	0.00552886671599498	0.00435542753280075	0.0116298151605504	0.00123321061100637	0.0167715041045216	5.35490004223354e-20	2.21274847640656e-20	0.000927782076066871	0.00459320517554694	5.5864195158941e-18	2.43320971039092e-19	0.00190204150215236	0	2.05639031278291e-20	3.11105496347794e-19	0.00158141193595604	0.00392455350243095	0.0029723385639457	0.00073660795541088	0	8.28026487239015e-20	0	0.00120561374492564	0	0.000430802921428242	0	8.92022087961933e-19	0	5.82434223924402e-19	7.42769148833214e-21	0	0.00284431157131895	3.27331806949959e-20	0	0	3.75060637821734e-18	0	0	0	0	8.46131274740477e-20	1.21585377333753e-19	0	0.00139607602248994	3.25827568147749e-19	0	0	0	2.43976927439836e-19	0.00377083512278689	0.00273761894928842	1.08590790801783e-19	0.000950709898424576	1.15984132312087e-19	0.000810484377762069	0.00212989228598295	0	6.86508567187308e-19	0	0.00323798836244619	4.05731354470642e-19	0.00211150265055243	0.0028702755125701	0	2.02778703880641e-18	4.51181348872307e-19	5.77319443509911e-18	3.23264926132483e-18	1.67700839870549e-18	0	2.83782387213437e-18	0	0	5.19932912277819e-18	0
Fibroblasts	1.83534804748997e-19	0.0152803184606992	0	1.71836184163885e-18	0.00176920043310079	0.00783295668959664	0	5.9222279123904e-18	0.027864310938039	8.23708575210913e-18	0.00150252387621741	0.00159150024473921	0	0.000420399367213311	6.04565682370827e-06	7.44742436577513e-18	0	3.61890821078047e-18	0.0387720864973379	0.0395014525934687	3.41391578803544e-20	0.0477748666097077	0.0152066654622802	0	0.0261718531156834	0.00481614768863897	0.0201215389207548	0.026811403584014	0.0166290587871872	0	0	0	4.57212606227461e-18	1.13865093792394e-17	0	5.3519082544827e-18	0.00735841880824797	0.0219110758015298	0.0176633303850372	2.39693498163772e-18	0	2.10939861357528e-18	0	0.0193361200234598	0	0	0	1.63931689439418e-17	0	1.50784632561819e-17	0	3.41911455264952e-19	0.00894094302752184	0	0	1.05009889397686e-17	0	1.7614562998731e-18	8.26262786140103e-19	0.00815829934066916	2.47492243159201e-18	6.67274701467344e-18	0	0	0.0133128899690776	1.05763108994181e-17	9.33764866155442e-18	6.82010133266567e-18	0.0236842060476309	2.20786459063652e-18	0	0.0240243421826649	2.04301518117388e-19	0	0	0	0.0196841895065569	5.20184493583638e-19	0	0.0198747166430621	0	0	0.00693016833164995	0.0152162409617465	0.0381010648738436	0.040071675915042	0.0311520990404463	0	0	0	0	0	0	0	0	0
GMP	0	0	0	1.1517383850036e-17	0	0	3.07617678877742e-19	8.79023373843217e-19	4.0551487691611e-19	0	1.93530395086192e-19	4.71290895701907e-18	0	3.27546970100828e-18	0	5.15596675032491e-18	0	4.61250878657627e-18	0	4.74612817497722e-18	0	6.41754536459489e-18	0	1.13217267614639e-17	0	0	0	0	6.38647941438498e-19	1.78547642861021e-18	0	2.57780232072549e-18	2.67053223460904e-18	0	0	0	0	0	0	0	5.34016524551047e-19	0	0	1.49426363442138e-18	0	0	0	0	1.64921038173e-18	0	0	0	0	1.72879536877609e-18	0	0	0	1.87268302506264e-18	1.47405417151564e-17	0	0	2.47885058296294e-18	0	0	0	0	0	1.90330361889877e-18	0	0	0.0150977948345288	0	0	0	1.57051599769581e-17	0	1.73726149154013e-18	1.14863861843524e-17	0	0	7.02742812700909e-19	2.16393568573791e-18	0	0	0	3.93964030494713e-18	0	0	0	0	0	0	0	0	0	0
Hepatocytes	0.00487527626240042	0.00565516634550417	0.00730747276205117	0.00676348403287336	0.0050341998484403	0.00779967450568408	0.00768664063991376	0.00592862566610982	0.00795595376797706	0.00339803040685602	0.00551219734556251	0.00727084813742223	0.00522277515552191	0.00797960613758592	0.00530024698522826	0.00427144733998946	0.00654267368128335	0.005621500397128	0.00755477206192253	0.00632291713012817	0.00993282516425103	0.00926740473546384	0.00633594472585637	0.00835405856883524	0.00628453911943252	0	0.00818564857266741	0.00841702559875903	0.00660301037556493	0.00643373676969685	0	2.25092007168058e-18	0.00247393132112037	0	0.00963480540113898	0.00837159646537264	0.00327753962661177	0.00436858477815377	0.00418426982398125	0.0039216604586103	0.00627031081420131	0.00782425798830392	0	0.00613090110990088	3.66363556147067e-18	0.00360853701618521	0	0	0.00597080469368695	2.47087229330414e-20	0.000459432337457356	0.00378597370214592	0.00332203494867579	5.58526080919278e-23	0.00754042908013976	0.000338154778958885	1.05404304743161e-19	0.00241376589868988	0.00789511877056811	0.00789363463978619	0	0.00407794683138108	0.000317085607471818	3.09549562463478e-19	0.00377726268649398	0.00466912259424433	0.00357322754956284	0	0.00907047290340465	0	0.00476854443136645	0.00797896895109739	0.00547332169131985	0.00691338405541453	0.00722372092226416	0.00602415063625335	0.00483611761072228	0.00795845016576367	0.000382530818200652	0.00628243960132074	0	2.05498584649245e-05	0.0045997469830607	0.00312454544074344	2.03804739199688e-18	4.24559800506299e-18	1.11728031918863e-18	1.49675358407308e-18	1.20438244787212e-18	0	0	0	0	4.80028240815734e-18	3.7929533910409e-18	0
