Control Mean	Case Mean	FDR	P.Value	log2FC	name
158323.18860125	179140.37629375	0.783638179884244	4.20842614498232	20817.1876925	hsa-miR-99a-5p
123229.99005125	108761.570955625	0.788239232164298	0.875628187898437	-14468.4190956249	hsa-let-7i-5p
38222.40213625	43901.5116025	0.783638179884244	4.05394295818585	5679.10946625	hsa-miR-129-5p
24556.52793	19368.0639125	0.783638179884244	5.30831837122587	-5188.46401749999	hsa-miR-9-5p
16282.32884125	20691.29185375	0.783638179884244	5.21174659942376	4408.9630125	hsa-miR-320a
79285.85929875	75086.48751	0.932135355268534	0.251550377834746	-4199.37178875	hsa-miR-128-3p
6277.22116325	9569.6836669375	0.783638179884244	1.61204619255476	3292.4625036875	hsa-miR-451a
30548.42509375	27464.524636875	0.783638179884244	2.02948959504608	-3083.900456875	hsa-let-7b-5p
11359.928834875	13785.301899	0.783638179884244	1.17931555381128	2425.373064125	hsa-miR-423-5p
11359.79518075	13785.1031240625	0.783638179884244	1.17929261292324	2425.3079433125	hsa-miR-3184-3p
14024.437240375	11662.8291185625	0.783638179884244	2.8350602811329	-2361.60812181249	hsa-miR-30a-5p
16078.06519125	18138.0085734375	0.844556592130456	0.648856026785466	2059.9433821875	hsa-miR-381-3p
6521.093499375	4581.28333925	0.783638179884244	4.09299867115888	-1939.810160125	hsa-miR-101-3p
29940.7613875	28092.976025625	0.783638179884244	1.64170324377306	-1847.78536187499	hsa-miR-100-5p
8354.024055875	6601.88985825	0.783638179884244	2.34724314651957	-1752.134197625	hsa-miR-143-3p
12012.24519525	10268.9203725625	0.783638179884244	2.21034196405877	-1743.3248226875	hsa-miR-27b-3p
29174.9703625	30875.407449375	0.783638179884244	1.55231573948511	1700.437086875	hsa-miR-181a-5p
11456.970171625	9854.2027435	0.783638179884244	2.05446628730974	-1602.767428125	hsa-miR-127-3p
1556.5404396	3155.12856485	0.783638179884244	1.09818715007934	1598.58812525	hsa-miR-122-5p
1556.5404396	3154.96337485	0.783638179884244	1.09810623224518	1598.42293525	hsa-miR-3591-3p
9646.543828875	11188.639295	0.783638179884244	3.08037118106991	1542.095466125	hsa-miR-26a-5p
12439.74862325	10963.6638736875	0.783638179884244	1.33572339687639	-1476.0847495625	hsa-miR-151a-3p
15386.04869075	14021.9348850625	0.783638179884244	0.955892751683521	-1364.1138056875	hsa-miR-21-5p
19317.59758	18222.464611875	0.783638179884244	1.25113892390417	-1095.13296812499	hsa-miR-181b-5p
6598.468267875	5628.391505875	0.783638179884244	1.92757262899711	-970.076761999998	hsa-miR-221-3p
6014.913780875	5128.2141465625	0.783638179884244	2.31873101862745	-886.699634312499	hsa-miR-30e-5p
7513.618188125	6706.4376911875	0.783638179884244	1.20423672758756	-807.180496937499	hsa-let-7c-5p
17600.356561	16932.3680499375	0.911970244145485	0.346890175347519	-667.988511062493	hsa-miR-30d-5p
5605.97089225	4977.8895833125	0.783638179884244	1.48928778924561	-628.081308937499	hsa-miR-124-3p
3286.4775635	3899.6454974375	0.783638179884244	4.99054239529167	613.1679339375	hsa-miR-433-3p
3743.28553075	3134.92265775	0.783638179884244	2.58369684343307	-608.362873	hsa-let-7f-5p
2260.167259625	1792.5244430125	0.783638179884244	2.47347146237876	-467.6428166125	hsa-miR-340-5p
3405.72991125	3856.705772875	0.783638179884244	1.1909878518064	450.975861625002	hsa-miR-126-3p
1797.414674875	2247.1425040625	0.783638179884244	3.86708596010534	449.7278291875	hsa-miR-320b
6506.85259125	6086.3300313125	0.783638179884244	1.85694525675637	-420.522559937499	hsa-miR-219a-2-3p
6494.438396875	6075.304101875	0.783638179884244	1.84980809165675	-419.134294999997	hsa-miR-219b-5p
4885.707434625	4475.903716625	0.783638179884244	1.63763786358685	-409.803717999998	hsa-let-7a-5p
13752.18582625	14152.738395625	0.91208797007112	0.335995395143631	400.552569374997	hsa-miR-218-5p
